"KUMPULAN_PENDAPATAN","BUATAN","NAMA_MODEL_YANG_SEBENAR","Count(NO_IR)"
"B3","VOLKSWAGEN","JETTA",279
"B3","VOLKSWAGEN","PASSAT",448
"B3","VOLKSWAGEN","POLO",917
"B3","VOLKSWAGEN","SCIROCCO",49
"B3","VOLKSWAGEN","SHARAN",14
"B3","VOLKSWAGEN","TIGUAN",276
"B3","VOLKSWAGEN","TOUAREG",10
"B3","VOLKSWAGEN","TOURAN",41
"B3","VOLKSWAGEN","VENTO",287
"B3","VOLKSWAGEN","WALD",10
"B3","VOLVO","850",1
"B3","VOLVO","940",2
"B3","VOLVO","S40",31
"B3","VOLVO","S60",44
"B3","VOLVO","S70",5
"B3","VOLVO","S80",12
"B3","VOLVO","S90",5
"B3","VOLVO","V40",18
"B3","VOLVO","V50",2
"B3","VOLVO","V60",4
"B3","VOLVO","XC40",40
"B3","VOLVO","XC60",71
"B3","VOLVO","XC90",48
"B3","WESTSTAR MAXUS","G10",20
"B3","WESTSTAR MAXUS","MAXUS",1
"B3","WESTSTAR MAXUS","T60",3
"B4","","CARNIVAL",1
"B4","","COOPER",1
"B4","","KANCIL",34
"B4","","KELISA",1
"B4","","KENARI",1
"B4","","ROCSTA",3
"B4","","RUSA",1
"B4","","SEPHIA",19
"B4","ASIA","ROCSTA",1
"B4","AUDI","A1",5
"B4","AUDI","A3",23
"B4","AUDI","A4",127
"B4","AUDI","A5",52
"B4","AUDI","A6",45
"B4","AUDI","A7",3
"B4","AUDI","A8",1
"B4","AUDI","ESTIMA",1
"B4","AUDI","Q3",26
"B4","AUDI","Q5",90
"B4","AUDI","Q7",34
"B4","AUDI","R8",2
"B4","AUDI","RS3",2
"B4","AUDI","RS5",1
"B4","AUDI","RS6",1
"B4","AUDI","S3",1
"B4","AUDI","S4",1
"B4","AUDI","S5",6
"B4","AUDI","TT",79
"B4","AUDI","TTS",1
"B4","BENTLEY","BENTAYGA",3
"B4","BENTLEY","CONTINENTAL",6
"B4","BMW","116I",10
"B4","BMW","118I",44
"B4","BMW","120I",15
"B4","BMW","218I",114
"B4","BMW","220I",2
"B4","BMW","316I",91
"B4","BMW","318CI",1
"B4","BMW","318I",192
"B4","BMW","320D",46
"B4","BMW","320I",507
"B4","BMW","323I",51
"B4","BMW","325I",63
"B4","BMW","328I",121
"B4","BMW","330E",167
"B4","BMW","330I",112
"B4","BMW","330LI",13
"B4","BMW","335I",4
"B4","BMW","420I",11
"B4","BMW","428I",5
"B4","BMW","430I",1
"B4","BMW","520D",40
"B4","BMW","520I",131
"B4","BMW","523I",158
"B4","BMW","525I",141
"B4","BMW","528I",132
"B4","BMW","530E",72
"B4","BMW","530I",114
"B4","BMW","535I",2
"B4","BMW","630I",8
"B4","BMW","640I",5
"B4","BMW","728I",2
"B4","BMW","730LI",24
"B4","BMW","740LE",6
"B4","BMW","740LI",7
"B4","BMW","750E",1
"B4","BMW","CLUBMAN",1
"B4","BMW","COOPER",54
"B4","BMW","COUNTRYMAN",2
"B4","BMW","CROSSOVER",1
"B4","BMW","I8",1
"B4","BMW","M135I",2
"B4","BMW","M3",2
"B4","BMW","M340I",9
"B4","BMW","M4",3
"B4","BMW","M5",4
"B4","BMW","ONE",1
"B4","BMW","X1",251
"B4","BMW","X2",3
"B4","BMW","X3",133
"B4","BMW","X4",82
"B4","BMW","X5",167
"B4","BMW","X6",44
"B4","BMW","X7",3
"B4","BMW","Z4",13
"B4","CHERY","EASTAR",74
"B4","CHERY","TIGGO",1
"B4","CHEVROLET","AVEO",123
"B4","CHEVROLET","CAMARO",1
"B4","CHEVROLET","CAPTIVA",18
"B4","CHEVROLET","COLORADO",50
"B4","CHEVROLET","CRUZE",65
"B4","CHEVROLET","MALIBU",8
"B4","CHEVROLET","OPTRA",51
"B4","CHEVROLET","ORLANDO",15
"B4","CHEVROLET","SONIC",19
"B4","CHRYSLER","WRANGLER",1
"B4","CITROEN","C4",1
"B4","CITROEN","C5",2
"B4","CITROEN","DS3",6
"B4","DAIHATSU","DELTA",1
"B4","DAIHATSU","FEROZA",16
"B4","DAIHATSU","HIJET",1
"B4","DAIHATSU","TAFT",3
"B4","FERRARI","F430",4
"B4","FORD","ECONOVAN",2
"B4","FORD","ECOSPORT",59
"B4","FORD","ESCAPE",20
"B4","FORD","EVEREST",23
"B4","FORD","FIESTA",553
"B4","FORD","FOCUS",128
"B4","FORD","KUGA",68
"B4","FORD","LASER",13
"B4","FORD","MONDEO",7
"B4","FORD","MUSTANG",43
"B4","FORD","RANGER",2326
"B4","FORD","S-MAX",3
"B4","FORD","TRANSIT",1
"B4","FOTON","VIEW",15
"B4","GREAT WALL","H1",23
"B4","GREAT WALL","M4",109
"B4","HONDA","ACCORD",3304
"B4","HONDA","BR-V",2291
"B4","HONDA","CITY",23777
"B4","HONDA","CIVIC",8621
"B4","HONDA","CR-V",4186
"B4","HONDA","CR-Z",213
"B4","HONDA","CRX",3
"B4","HONDA","ELYSION",15
"B4","HONDA","FIT",3
"B4","HONDA","FREED",123
"B4","HONDA","HR-V",6282
"B4","HONDA","INSIGHT",264
"B4","HONDA","INTEGRA",6
"B4","HONDA","JADE",12
"B4","HONDA","JAZZ",5853
"B4","HONDA","N-BOX",1
"B4","HONDA","ODYSSEY",345
"B4","HONDA","S660",1
"B4","HONDA","STREAM",643
"B4","HONDA","WALD",11
"B4","HONDA","WR-V",286
"B4","HUMMER","H3",1
"B4","HYUNDAI","ACCENT",205
"B4","HYUNDAI","ATOS",2
"B4","HYUNDAI","ELANTRA",296
"B4","HYUNDAI","GETZ",384
"B4","HYUNDAI","I10",12
"B4","HYUNDAI","I30",5
"B4","HYUNDAI","I40",25
"B4","HYUNDAI","IONIQ",76
"B4","HYUNDAI","KONA",6
"B4","HYUNDAI","MATRIX",85
"B4","HYUNDAI","SONATA",311
"B4","HYUNDAI","STARIA",18
"B4","HYUNDAI","TRAJET",9
"B4","HYUNDAI","TUCSON",358
"B4","HYUNDAI","VELOSTER",25
"B4","INFINITI","FX37",1
"B4","INFINITI","M25",2
"B4","INFINITI","Q50",7
"B4","INOKOM CORPORATION SDN. BHD.","ATOS",642
"B4","INOKOM CORPORATION SDN. BHD.","ELANTRA",517
"B4","INOKOM CORPORATION SDN. BHD.","GETZ",116
"B4","INOKOM CORPORATION SDN. BHD.","I10",269
"B4","INOKOM CORPORATION SDN. BHD.","MATRIX",444
"B4","ISUZU","TROOPER",22
"B4","JAGUAR","F-PACE",2
"B4","JAGUAR","S-TYPE",1
"B4","JAGUAR","XE",1
"B4","JAGUAR","XF",16
"B4","JAGUAR","XJ",2
"B4","JAGUAR","XJ6",2
"B4","JEEP","WRANGLER",8
"B4","KIA","CARNIVAL",94
"B4","KIA","CERATO",561
"B4","KIA","FORTE",22
"B4","KIA","OPTIMA",85
"B4","KIA","PICANTO",395
"B4","KIA","PREGIO",18
"B4","KIA","RIO",311
"B4","KIA","ROCSTA",2
"B4","KIA","SEPHIA",3
"B4","KIA","SORENTO",91
"B4","KIA","SPECTRA",34
"B4","KIA","SPORTAGE",298
"B4","LAMBORGHINI","AVENTADOR",2
"B4","LAMBORGHINI","GALLARDO",3
"B4","LAND ROVER","DEFENDER",13
"B4","LAND ROVER","DISCOVERY",2
"B4","LAND ROVER","FREELANDER",4
"B4","LEXUS","CT200H",115
"B4","LEXUS","GS250",7
"B4","LEXUS","GS300",1
"B4","LEXUS","IS250",27
"B4","LEXUS","LX570",8
"B4","LEXUS","NX200T",32
"B4","LEXUS","NX250",1
"B4","LEXUS","NX300",31
"B4","LEXUS","NX300H",1
"B4","LEXUS","NX350",1
"B4","LEXUS","RX200T",40
"B4","LEXUS","RX270",53
"B4","LEXUS","RX300",66
"B4","LEXUS","RX350",49
"B4","LEXUS","RX450H",2
"B4","LEXUS","UX200",1
"B4","MASERATI","GHIBLI",6
"B4","MASERATI","LEVANTE",2
"B4","MASERATI","QUATTROPORTE",1
"B4","MAZDA","2",876
"B4","MAZDA","3",899
"B4","MAZDA","323",3
"B4","MAZDA","5",55
"B4","MAZDA","6",164
"B4","MAZDA","8",33
"B4","MAZDA","AXELA",1
"B4","MAZDA","BIANTE",55
"B4","MAZDA","CX-3",126
"B4","MAZDA","CX-30",345
"B4","MAZDA","CX-5",1036
"B4","MAZDA","CX-7",12
"B4","MAZDA","CX-8",115
"B4","MAZDA","CX-9",6
"B4","MAZDA","LANTIS",1
"B4","MAZDA","MX-5",2
"B4","MAZDA","PREMACY",4
"B4","MAZDA","RANGER",1
"B4","MAZDA","ROADSTER",3
"B4","MAZDA","RX-8",14
"B4","MERCEDES BENZ","190E",2
"B4","MERCEDES BENZ","200",12
"B4","MERCEDES BENZ","230E",52
"B4","MERCEDES BENZ","260E",7
"B4","MERCEDES BENZ","A180",175
"B4","MERCEDES BENZ","A200",72
"B4","MERCEDES BENZ","A250",118
"B4","MERCEDES BENZ","B170",18
"B4","MERCEDES BENZ","B180",33
"B4","MERCEDES BENZ","B200",4
"B4","MERCEDES BENZ","C180",166
"B4","MERCEDES BENZ","C180-W203",9
"B4","MERCEDES BENZ","C180K",20
"B4","MERCEDES BENZ","C200",492
"B4","MERCEDES BENZ","C200K",70
"B4","MERCEDES BENZ","C220",11
"B4","MERCEDES BENZ","C230K",4
"B4","MERCEDES BENZ","C240",1
"B4","MERCEDES BENZ","C250",43
"B4","MERCEDES BENZ","C300",52
"B4","MERCEDES BENZ","CLA180",81
"B4","MERCEDES BENZ","CLA200",31
"B4","MERCEDES BENZ","CLA220",1
"B4","MERCEDES BENZ","CLA250",27
"B4","MERCEDES BENZ","CLK200K",1
"B4","MERCEDES BENZ","CLK240",1
"B4","MERCEDES BENZ","CLS350",18
"B4","MERCEDES BENZ","CLS400",1
"B4","MERCEDES BENZ","CLS450",1
"B4","MERCEDES BENZ","E200",140
"B4","MERCEDES BENZ","E200K",67
"B4","MERCEDES BENZ","E230",82
"B4","MERCEDES BENZ","E240",132
"B4","MERCEDES BENZ","E250",340
"B4","MERCEDES BENZ","E280",8
"B4","MERCEDES BENZ","E300",84
"B4","MERCEDES BENZ","E350",24
"B4","MERCEDES BENZ","E400",1
"B4","MERCEDES BENZ","GLA180",15
"B4","MERCEDES BENZ","GLA200",23
"B4","MERCEDES BENZ","GLA220",1
"B4","MERCEDES BENZ","GLA250",46
"B4","MERCEDES BENZ","GLC250",106
"B4","MERCEDES BENZ","GLC300",1
"B4","MERCEDES BENZ","GLE43",1
"B4","MERCEDES BENZ","GLE450",2
"B4","MERCEDES BENZ","GLE53",1
"B4","MERCEDES BENZ","ML350",8
"B4","MERCEDES BENZ","R280L",2
"B4","MERCEDES BENZ","R350",2
"B4","MERCEDES BENZ","S280",11
"B4","MERCEDES BENZ","S350",7
"B4","MERCEDES BENZ","S350L",4
"B4","MERCEDES BENZ","S400L",36
"B4","MERCEDES BENZ","SL350",3
"B4","MERCEDES BENZ","SLC200",1
"B4","MERCEDES BENZ","SLK200",22
"B4","MERCEDES BENZ","SLK200K",4
"B4","MERCEDES BENZ","SLK250",3
"B4","MERCEDES BENZ","VITO",1
"B4","MINI","CLUBMAN",4
"B4","MINI","COOPER",155
"B4","MINI","COUNTRYMAN",15
"B4","MINI","ONE",10
"B4","MINI","PACEMAN",2
"B4","MITSUBISHI","AIRTREK",27
"B4","MITSUBISHI","ASX",544
"B4","MITSUBISHI","ATTRAGE",253
"B4","MITSUBISHI","COLT",6
"B4","MITSUBISHI","DELICA",6
"B4","MITSUBISHI","GRANDIS",84
"B4","MITSUBISHI","GTO",1
"B4","MITSUBISHI","L200",31
"B4","MITSUBISHI","LANCER",331
"B4","MITSUBISHI","MIRAGE",313
"B4","MITSUBISHI","OUTLANDER",189
"B4","MITSUBISHI","PAJERO",233
"B4","MITSUBISHI","STORM",2
"B4","MITSUBISHI","TRITON",2027
"B4","MITSUBISHI","WALD",1
"B4","MITSUBISHI","XPANDER",1845
"B4","MITSUOKA MOTOR CO. LTD. JAPAN","HARRIER",1
"B4","MUSTANG","MUSTANG",1
"B4","NAZA","CITRA",1347
"B4","NAZA","FORTE",873
"B4","NAZA","PICANTO",25
"B4","NAZA","RIA",220
"B4","NAZA","SORENTO",25
"B4","NAZA","SURIA",120
"B4","NISSAN","ALMERA",6671
"B4","NISSAN","CEFIRO",157
"B4","NISSAN","CUBE",2
"B4","NISSAN","ELGRAND",12
"B4","NISSAN","FRONTIER",225
"B4","NISSAN","GT-R",16
"B4","NISSAN","JUKE",4
"B4","NISSAN","LATIO",441
"B4","NISSAN","MARCH",1
"B4","NISSAN","MURANO",52
"B4","NISSAN","NAVARA",1003
"B4","NISSAN","SENTRA",1524
"B4","NISSAN","SERENA",860
"B4","NISSAN","SKYLINE",4
"B4","NISSAN","SUNNY",42
"B4","NISSAN","SYLPHY",703
"B4","NISSAN","TEANA",524
"B4","NISSAN","TERRANO",2
"B4","NISSAN","URVAN",73
"B4","NISSAN","VANETTE",1062
"B4","NISSAN","X-TRAIL",1600
"B4","PERODUA","ALZA",25838
"B4","PERODUA","ARUZ",6188
"B4","PERODUA","ATIVA",4941
"B4","PERODUA","AXIA",27945
"B4","PERODUA","BEZZA",19327
"B4","PERODUA","KANCIL",14227
"B4","PERODUA","KELISA",5835
"B4","PERODUA","KEMBARA",1368
"B4","PERODUA","KENARI",3965
"B4","PERODUA","MYVI",63747
"B4","PERODUA","RUSA",216
"B4","PERODUA","VIVA",16250
"B4","PERODUA","WIRA",1
"B4","PEUGEOT","2008",96
"B4","PEUGEOT","207",78
"B4","PEUGEOT","208",182
"B4","PEUGEOT","3008",215
"B4","PEUGEOT","306",2
"B4","PEUGEOT","308",114
"B4","PEUGEOT","407",32
"B4","PEUGEOT","408",143
"B4","PEUGEOT","5008",25
"B4","PEUGEOT","508",84
"B4","PEUGEOT","LANDTREK",3
"B4","PEUGEOT","RCZ",14
"B4","PEUGEOT","TRAVELLER",3
"B4","PORSCHE","718",12
"B4","PORSCHE","911",17
"B4","PORSCHE","BOXSTER",4
"B4","PORSCHE","CAYENNE",62
"B4","PORSCHE","CAYMAN",18
"B4","PORSCHE","MACAN",37
"B4","PORSCHE","PANAMERA",22
"B4","PROTON","ARENA",63
"B4","PROTON","ERTIGA",642
"B4","PROTON","EXORA",7960
"B4","PROTON","GEN-2",1
"B4","PROTON","GEN2",196
"B4","PROTON","INSPIRA",823
"B4","PROTON","IRIZ",4086
"B4","PROTON","ISWARA",3242
"B4","PROTON","JUARA",53
"B4","PROTON","KANCIL",20
"B4","PROTON","KEMBARA",1
"B4","PROTON","PERDANA",703
"B4","PROTON","PERSONA",17901
"B4","PROTON","PREVE",3031
"B4","PROTON","PUTRA",2
"B4","PROTON","RUSA",1
"B4","PROTON","SAGA",32918
"B4","PROTON","SATRIA",1735
"B4","PROTON","SAVVY",101
"B4","PROTON","TIARA",5
"B4","PROTON","WAJA",7099
"B4","PROTON","WIRA",16686
"B4","PROTON","X50",5213
"B4","PROTON","X70",3288
"B4","PROTON","X90",125
"B4","RENAULT","CAPTUR",89
"B4","RENAULT","CLIO",2
"B4","RENAULT","FLUENCE",32
"B4","RENAULT","KANGOO",8
"B4","RENAULT","KOLEOS",4
"B4","RENAULT","MEGANE",1
"B4","ROLLS ROYCE","WRAITH",1
"B4","ROVER","MGF",1
"B4","ROVER","RANGER",1
"B4","ROVER","ROCSTA",1
"B4","SMART","FORFOUR",9
"B4","SMART","FORTWO",4
"B4","SSANGYONG","ACTYON",1
"B4","SSANGYONG","STAVIC",10
"B4","SUBARU","BRZ",17
"B4","SUBARU","FORESTER",312
"B4","SUBARU","IMPREZA",13
"B4","SUBARU","XV",417
"B4","SUZUKI","ALTO",85
"B4","SUZUKI","APV",8
"B4","SUZUKI","JIMNY",72
"B4","SUZUKI","KIZASHI",5
"B4","SUZUKI","SJ410VR",3
"B4","SUZUKI","SWIFT",1642
"B4","SUZUKI","SX4",169
"B4","SUZUKI","VITARA",110
"B4","TOYOTA","86",80
"B4","TOYOTA","ALPHARD",1718
"B4","TOYOTA","AVANZA",7004
"B4","TOYOTA","C-HR",292
"B4","TOYOTA","CALDINA",117
"B4","TOYOTA","CAMRY",4534
"B4","TOYOTA","CELICA",14
"B4","TOYOTA","COROLLA",1448
"B4","TOYOTA","CORONA",5
"B4","TOYOTA","CROWN",3
"B4","TOYOTA","DYNA",2
"B4","TOYOTA","ESQUIRE",1
"B4","TOYOTA","ESTIMA",1975
"B4","TOYOTA","FORTUNER",874
"B4","TOYOTA","GR86",3
"B4","TOYOTA","GRANACE",1
"B4","TOYOTA","GS300",1
"B4","TOYOTA","HARRIER",1387
"B4","TOYOTA","HIACE",310
"B4","TOYOTA","HILUX",9026
"B4","TOYOTA","INNOVA",2680
"B4","TOYOTA","IPSUM",8
"B4","TOYOTA","LITEACE",109
"B4","TOYOTA","NADIA",2
"B4","TOYOTA","NOAH",23
"B4","TOYOTA","PREVIA",14
"B4","TOYOTA","PRIUS",527
"B4","TOYOTA","RAV4",74
"B4","TOYOTA","ROOMY",1
"B4","TOYOTA","RUSH",1067
"B4","TOYOTA","RX300",2
"B4","TOYOTA","SIENTA",261
"B4","TOYOTA","SPACIO",4
"B4","TOYOTA","SUPRA",4
"B4","TOYOTA","TANK",7
"B4","TOYOTA","UNSER",1574
"B4","TOYOTA","VANGUARD",8
"B4","TOYOTA","VELLFIRE",2060
"B4","TOYOTA","VELOZ",411
"B4","TOYOTA","VIOS",26258
"B4","TOYOTA","VOXY",158
"B4","TOYOTA","WALD",98
"B4","TOYOTA","WISH",2244
"B4","TOYOTA","YARIS",3540
"B4","VOLKSWAGEN","ARTEON",33
"B4","VOLKSWAGEN","BEETLE",185
"B4","VOLKSWAGEN","CC",56
"B4","VOLKSWAGEN","EOS",3
"B4","VOLKSWAGEN","GOLF",393
"B4","VOLKSWAGEN","JETTA",245
"B4","VOLKSWAGEN","PASSAT",459
"B4","VOLKSWAGEN","POLO",870
"B4","VOLKSWAGEN","SCIROCCO",51
"B4","VOLKSWAGEN","SHARAN",15
"B4","VOLKSWAGEN","TIGUAN",322
"B4","VOLKSWAGEN","TOUAREG",8
"B4","VOLKSWAGEN","TOURAN",37
"B4","VOLKSWAGEN","VENTO",306
"B4","VOLKSWAGEN","WALD",8
"B4","VOLVO","740",1
"B4","VOLVO","850",3
"B4","VOLVO","S40",28
"B4","VOLVO","S60",39
"B4","VOLVO","S70",3
"B4","VOLVO","S80",18
"B4","VOLVO","S90",4
"B4","VOLVO","V40",36
"B4","VOLVO","V50",2
"B4","VOLVO","V60",3
"B4","VOLVO","XC40",68
"B4","VOLVO","XC60",84
"B4","VOLVO","XC90",60
"B4","WESTSTAR MAXUS","G10",19
"B4","WESTSTAR MAXUS","MAXUS",1
"M1","","A250",1
"M1","","BRZ",1
"M1","","CARNIVAL",3
"M1","","KANCIL",24
"M1","","KEMBARA",1
"M1","","KENARI",1
"M1","","ROCSTA",1
"M1","","RUSA",2
"M1","","SEPHIA",25
"M1","ALFA ROMEO","147",1
"M1","AUDI","A1",3
"M1","AUDI","A3",32
"M1","AUDI","A4",122
"M1","AUDI","A5",62
"M1","AUDI","A6",55
"M1","AUDI","A7",9
"M1","AUDI","Q3",38
"M1","AUDI","Q5",83
"M1","AUDI","Q7",23
"M1","AUDI","Q8",1
"M1","AUDI","R8",4
"M1","AUDI","RS3",3
"M1","AUDI","S3",1
"M1","AUDI","S5",1
"M1","AUDI","TT",69
"M1","AVELING BARFORD","WISH",1
"M1","BENTLEY","CONTINENTAL",1
"M1","BISON","SAVANNA",1
"M1","BMW","116I",7
"M1","BMW","118I",56
"M1","BMW","120I",13
"M1","BMW","218I",119
"M1","BMW","220I",4
"M1","BMW","316I",77
"M1","BMW","318CI",1
"M1","BMW","318I",202
"M1","BMW","320D",55
"M1","BMW","320I",616
"M1","BMW","323I",42
"M1","BMW","325I",64
"M1","BMW","328I",116
"M1","BMW","330CI",2
"M1","BMW","330E",181
"M1","BMW","330I",118
"M1","BMW","330LI",10
"M1","BMW","335I",4
"M1","BMW","420I",3
"M1","BMW","428I",9
"M1","BMW","430I",7
"M1","BMW","520D",39
"M1","BMW","520I",162
"M1","BMW","523D",1
"M1","BMW","523I",156
"M1","BMW","525I",125
"M1","BMW","528I",112
"M1","BMW","530E",90
"M1","BMW","530I",108
"M1","BMW","535I",12
"M1","BMW","630I",17
"M1","BMW","640I",1
"M1","BMW","728I",1
"M1","BMW","730LI",19
"M1","BMW","740I",2
"M1","BMW","740LE",3
"M1","BMW","740LI",2
"M1","BMW","CLUBMAN",1
"M1","BMW","COOPER",56
"M1","BMW","CROSSOVER",1
"M1","BMW","M2",2
"M1","BMW","M3",2
"M1","BMW","M340I",6
"M1","BMW","M4",5
"M1","BMW","M5",3
"M1","BMW","M850I",1
"M1","BMW","ONE",1
"M1","BMW","X1",276
"M1","BMW","X2",2
"M1","BMW","X3",139
"M1","BMW","X4",68
"M1","BMW","X5",198
"M1","BMW","X6",41
"M1","BMW","X7",1
"M1","BMW","Z4",20
"M1","CHERY","EASTAR",66
"M1","CHERY","TIGGO",2
"M1","CHEVROLET","AVEO",137
"M1","CHEVROLET","CAPTIVA",15
"M1","CHEVROLET","COLORADO",66
"M1","CHEVROLET","CRUZE",54
"M1","CHEVROLET","MALIBU",8
"M1","CHEVROLET","OPTRA",50
"M1","CHEVROLET","ORLANDO",12
"M1","CHEVROLET","SONIC",21
"M1","CITROEN","C4",1
"M1","CITROEN","C5",2
"M1","CITROEN","DS3",6
"M1","CITROEN","DS5",3
"M1","DAIHATSU","DELTA",1
"M1","DAIHATSU","FEROZA",19
"M1","FERRARI","F430",2
"M1","FORD","ECONOVAN",5
"M1","FORD","ECOSPORT",59
"M1","FORD","ESCAPE",25
"M1","FORD","EVEREST",12
"M1","FORD","FIESTA",555
"M1","FORD","FOCUS",161
"M1","FORD","KUGA",60
"M1","FORD","LASER",16
"M1","FORD","MONDEO",7
"M1","FORD","MUSTANG",46
"M1","FORD","RANGER",2478
"M1","FOTON","VIEW",17
"M1","GREAT WALL","H1",20
"M1","GREAT WALL","M4",99
"M1","HARGON ENGINEERING SDN. BHD.","HARRIER",1
"M1","HONDA","ACCORD",3265
"M1","HONDA","BR-V",2411
"M1","HONDA","CITY",22579
"M1","HONDA","CIVIC",8375
"M1","HONDA","CR-V",4543
"M1","HONDA","CR-Z",193
"M1","HONDA","CRX",2
"M1","HONDA","ELYSION",14
"M1","HONDA","FIT",1
"M1","HONDA","FREED",120
"M1","HONDA","HR-V",6746
"M1","HONDA","INSIGHT",265
"M1","HONDA","INTEGRA",5
"M1","HONDA","JADE",17
"M1","HONDA","JAZZ",5607
"M1","HONDA","N-BOX",3
"M1","HONDA","ODYSSEY",362
"M1","HONDA","S660",2
"M1","HONDA","SHUTTLE",1
"M1","HONDA","STREAM",653
"M1","HONDA","WALD",18
"M1","HONDA","WR-V",309
"M1","HUMMER","H3",2
"M1","HYUNDAI","ACCENT",190
"M1","HYUNDAI","CRETA",1
"M1","HYUNDAI","ELANTRA",264
"M1","HYUNDAI","GETZ",311
"M1","HYUNDAI","I10",8
"M1","HYUNDAI","I30",2
"M1","HYUNDAI","I40",21
"M1","HYUNDAI","IONIQ",100
"M1","HYUNDAI","KONA",6
"M1","HYUNDAI","MATRIX",80
"M1","HYUNDAI","SONATA",292
"M1","HYUNDAI","STARIA",15
"M1","HYUNDAI","TRAJET",13
"M1","HYUNDAI","TUCSON",370
"M1","HYUNDAI","VELOSTER",31
"M1","INFINITI","M25",1
"M1","INFINITI","Q50",4
"M1","INOKOM CORPORATION SDN. BHD.","ATOS",706
"M1","INOKOM CORPORATION SDN. BHD.","ELANTRA",498
"M1","INOKOM CORPORATION SDN. BHD.","GETZ",135
"M1","INOKOM CORPORATION SDN. BHD.","I10",262
"M1","INOKOM CORPORATION SDN. BHD.","MATRIX",426
"M1","ISUZU","TROOPER",29
"M1","JAGUAR","F-PACE",1
"M1","JAGUAR","S-TYPE",1
"M1","JAGUAR","XF",13
"M1","JAGUAR","XJ",1
"M1","JAGUAR","XJ6",1
"M1","JEEP","WRANGLER",6
"M1","KIA","CARNIVAL",118
"M1","KIA","CERATO",586
"M1","KIA","FORTE",20
"M1","KIA","OPTIMA",78
"M1","KIA","PICANTO",364
"M1","KIA","PREGIO",18
"M1","KIA","RIA",1
"M1","KIA","RIO",304
"M1","KIA","ROCSTA",1
"M1","KIA","SEPHIA",2
"M1","KIA","SORENTO",104
"M1","KIA","SPECTRA",32
"M1","KIA","SPORTAGE",279
"M1","LAMBORGHINI","AVENTADOR",1
"M1","LAMBORGHINI","URUS",1
"M1","LAND ROVER","DEFENDER",18
"M1","LAND ROVER","DISCOVERY",1
"M1","LAND ROVER","FREELANDER",9
"M1","LAND ROVER","RANGER",1
"M1","LEXUS","CT200H",116
"M1","LEXUS","GS250",3
"M1","LEXUS","GS300",2
"M1","LEXUS","GS350",2
"M1","LEXUS","IS250",27
"M1","LEXUS","IS300",2
"M1","LEXUS","LS460L",1
"M1","LEXUS","LX570",5
"M1","LEXUS","NX200T",39
"M1","LEXUS","NX300",37
"M1","LEXUS","NX350",1
"M1","LEXUS","RC200T",1
"M1","LEXUS","RC300",1
"M1","LEXUS","RX200T",47
"M1","LEXUS","RX270",40
"M1","LEXUS","RX300",73
"M1","LEXUS","RX350",58
"M1","MASERATI","GHIBLI",6
"M1","MASERATI","LEVANTE",4
"M1","MAZDA","2",916
"M1","MAZDA","3",1005
"M1","MAZDA","323",6
"M1","MAZDA","5",48
"M1","MAZDA","6",181
"M1","MAZDA","8",37
"M1","MAZDA","B2200",2
"M1","MAZDA","BIANTE",60
"M1","MAZDA","CX-3",138
"M1","MAZDA","CX-30",368
"M1","MAZDA","CX-5",1211
"M1","MAZDA","CX-7",7
"M1","MAZDA","CX-8",181
"M1","MAZDA","CX-9",5
"M1","MAZDA","MX-5",1
"M1","MAZDA","PREMACY",5
"M1","MAZDA","ROADSTER",2
"M1","MAZDA","RX-7",1
"M1","MAZDA","RX-8",9
"M1","MCLAREN","650S",1
"M1","MCLAREN","720S",2
"M1","MERCEDES BENZ","190E",3
"M1","MERCEDES BENZ","200",10
"M1","MERCEDES BENZ","230E",29
"M1","MERCEDES BENZ","250D",1
"M1","MERCEDES BENZ","260E",6
"M1","MERCEDES BENZ","300CE",1
"M1","MERCEDES BENZ","300SL",1
"M1","MERCEDES BENZ","A180",185
"M1","MERCEDES BENZ","A200",79
"M1","MERCEDES BENZ","A250",92
"M1","MERCEDES BENZ","B170",19
"M1","MERCEDES BENZ","B180",54
"M1","MERCEDES BENZ","B200",3
"M1","MERCEDES BENZ","C180",166
"M1","MERCEDES BENZ","C180-W203",11
"M1","MERCEDES BENZ","C180K",21
"M1","MERCEDES BENZ","C200",531
"M1","MERCEDES BENZ","C200K",84
"M1","MERCEDES BENZ","C220",16
"M1","MERCEDES BENZ","C230K",3
"M1","MERCEDES BENZ","C240",2
"M1","MERCEDES BENZ","C250",68
"M1","MERCEDES BENZ","C300",50
"M1","MERCEDES BENZ","CLA180",74
"M1","MERCEDES BENZ","CLA200",30
"M1","MERCEDES BENZ","CLA250",26
"M1","MERCEDES BENZ","CLK200K",2
"M1","MERCEDES BENZ","CLK230K",1
"M1","MERCEDES BENZ","CLK240",3
"M1","MERCEDES BENZ","CLS350",14
"M1","MERCEDES BENZ","E200",168
"M1","MERCEDES BENZ","E200K",68
"M1","MERCEDES BENZ","E230",62
"M1","MERCEDES BENZ","E240",124
"M1","MERCEDES BENZ","E250",392
"M1","MERCEDES BENZ","E280",12
"M1","MERCEDES BENZ","E300",83
"M1","MERCEDES BENZ","E350",14
"M1","MERCEDES BENZ","GLA180",17
"M1","MERCEDES BENZ","GLA200",23
"M1","MERCEDES BENZ","GLA220",1
"M1","MERCEDES BENZ","GLA250",66
