BUATAN,TAHUN_DIBUAT,NAMA_MODEL_YANG_SEBENAR,Count(DOSM_ID),CAR_AGE,PRICE(RM)
LEXUS,2009,RX350,519,15,62260
TOYOTA,2009,RX350,3,15,62260
AUDI,2009,S4,50,15,61866.66667
VOLVO,2009,S40,133,15,14800
AUDI,2009,S5,11,15,61900
VOLVO,2009,S80,65,15,24350
PROTON,2009,SAGA,56870,15,8051.15942
PROTON,2009,SATRIA,3072,15,13877.72222
VOLKSWAGEN,2009,SCIROCCO,158,15,50554.66667
NISSAN,2009,SERENA,243,15,28636
KIA,2009,SPECTRA,926,15,9800
KIA,2009,SPORTAGE,405,15,9800
HONDA,2009,STREAM,1288,15,37526.70588
NAZA,2009,SURIA,509,15,4990
SUZUKI,2009,SWIFT,3402,15,18505.5
NISSAN,2009,SYLPHY,2296,15,16263.125
VOLKSWAGEN,2009,TIGUAN,56,15,18905.71429
MITSUBISHI,2009,TRITON,775,15,31261.66667
AUDI,2009,TT,254,15,49906.33333
NISSAN,2009,URVAN,244,15,34752
NISSAN,2009,VANETTE,980,15,16223.54545
TOYOTA,2009,VELLFIRE,5174,15,71667.62667
TOYOTA,2009,VIOS,27154,15,26266.43
PERODUA,2009,VIVA,57173,15,10794.1
PROTON,2009,WAJA,1953,15,9000
TOYOTA,2009,WISH,5374,15,45846.26531
NISSAN,2009,X-TRAIL,601,15,19033.33333
BMW,2009,X3,5,15,32249
BMW,2009,X6,403,15,82548
BMW,2009,Z4,111,15,94819.9
BMW,2010,118I,23,14,27700
ALFA ROMEO,2010,159,1,14,28888
MAZDA,2010,2,1685,14,18211.58333
PEUGEOT,2010,207,46,14,5900
MAZDA,2010,3,1013,14,23903.94118
BMW,2010,320D,151,14,45000
BMW,2010,320I,737,14,28075.53846
BMW,2010,323I,508,14,27199.66667
BMW,2010,325I,332,14,34416
BMW,2010,335I,16,14,106850
PEUGEOT,2010,407,421,14,10800
BMW,2010,523I,1052,14,50212.76
BMW,2010,525I,155,14,40650
BMW,2010,528I,203,14,41800
BMW,2010,535I,287,14,61677.77778
BMW,2010,550I,3,14,118000
MAZDA,2010,6,478,14,20800
BMW,2010,630I,2,14,69500
BMW,2010,730LD,8,14,48888
BMW,2010,730LI,133,14,38890.90909
BMW,2010,760LI,5,14,160000
MAZDA,2010,8,143,14,38700
PORSCHE,2010,911,53,14,275000
AUDI,2010,A4,427,14,31225
AUDI,2010,A5,527,14,50317.82353
AUDI,2010,A7,33,14,66800
HONDA,2010,ACCORD,6371,14,30604.86364
TOYOTA,2010,ALPHARD,1102,14,75679.66667
SUZUKI,2010,ALTO,729,14,11550
PERODUA,2010,ALZA,38635,14,22631.36735
PROTON,2010,ARENA,197,14,32000
MITSUBISHI,2010,ASX,620,14,33195.15385
INOKOM CORPORATION SDN. BHD.,2010,ATOS,404,14,8800
TOYOTA,2010,AVANZA,6766,14,22166.54545
MERCEDES BENZ,2010,B180,312,14,25126.64286
VOLKSWAGEN,2010,BEETLE,11,14,32403.125
PORSCHE,2010,BOXSTER,17,14,183888
MERCEDES BENZ,2010,C180,666,14,32812.5
MERCEDES BENZ,2010,C200,1173,14,38571.25
MERCEDES BENZ,2010,C200K,26,14,36800
MERCEDES BENZ,2010,C250,462,14,35800
CITROEN,2010,C5,22,14,20800
TOYOTA,2010,CAMRY,9725,14,36880.72222
PORSCHE,2010,CAYENNE,198,14,97657.84211
PORSCHE,2010,CAYMAN,65,14,148888
NAZA,2010,CITRA,1737,14,13312.53333
HONDA,2010,CITY,18673,14,25693.86726
HONDA,2010,CIVIC,8356,14,47939.25581
MERCEDES BENZ,2010,CL500,3,14,119949.5
BENTLEY,2010,CONTINENTAL,40,14,271900
BMW,2010,COOPER,49,14,50722.63636
MINI,2010,COOPER,308,14,50722.63636
MINI,2010,COUNTRYMAN,27,14,45200
HONDA,2010,CR-V,4847,14,31248.32558
CHEVROLET,2010,CRUZE,491,14,9800
MAZDA,2010,CX-7,76,14,28110
MAZDA,2010,CX-9,23,14,24700
ISUZU,2010,D-MAX,3,14,28810
LAND ROVER,2010,DEFENDER,22,14,329000
MERCEDES BENZ,2010,E250,1718,14,53660.83333
MERCEDES BENZ,2010,E300,9,14,44420
CHERY,2010,EASTAR,5,14,9800
HYUNDAI,2010,ELANTRA,445,14,21344
NISSAN,2010,ELGRAND,53,14,59800
HONDA,2010,ELYSION,9,14,42888
VOLKSWAGEN,2010,EOS,63,14,44350
FORD,2010,ESCAPE,96,14,14800
AUDI,2010,ESTIMA,2,14,65598.70492
TOYOTA,2010,ESTIMA,5291,14,65598.70492
PROTON,2010,EXORA,22499,14,15408.66667
FORD,2010,FIESTA,852,14,11759.28571
KIA,2010,FORTE,37,14,16280.10769
NAZA,2010,FORTE,4494,14,16280.10769
TOYOTA,2010,FORTUNER,1060,14,50948.6
HONDA,2010,FREED,1163,14,39965.88235
NISSAN,2010,FRONTIER,350,14,17800
LAMBORGHINI,2010,GALLARDO,11,14,592648
ROLLS ROYCE,2010,GHOST,23,14,638148
VOLKSWAGEN,2010,GOLF,1333,14,50391.53846
MITSUBISHI,2010,GRANDIS,838,14,30502.6
MASERATI,2010,GRANTURISMO,5,14,191200
NISSAN,2010,GT-R,42,14,307844
TOYOTA,2010,HARRIER,584,14,43583.71429
TOYOTA,2010,HIACE,473,14,54951.08
TOYOTA,2010,HILUX,12117,14,49579.38889
SUBARU,2010,IMPREZA,71,14,119925
TOYOTA,2010,INNOVA,4796,14,29129.69444
PROTON,2010,INSPIRA,1916,14,30078.94737
LEXUS,2010,IS250,69,14,60883.33333
HONDA,2010,JAZZ,658,14,33974.75
SUZUKI,2010,KIZASHI,8,14,27200
RENAULT,2010,KOLEOS,14,14,38800
MITSUBISHI,2010,LANCER,1332,14,36362.88889
NISSAN,2010,LATIO,1003,14,16952.15385
LEXUS,2010,LS460,4,14,49800
LEXUS,2010,LS460L,5,14,49800
BMW,2010,M3,39,14,185000
RENAULT,2010,MEGANE,20,14,69300
MERCEDES BENZ,2010,ML350,39,14,32000
FORD,2010,MONDEO,88,14,20080
NISSAN,2010,MURANO,152,14,31800
PERODUA,2010,MYVI,72605,14,16466.89655
NASH,2010,NAVARA,1,14,32223.94444
NISSAN,2010,NAVARA,2775,14,32223.94444
AVELING BARFORD,2010,ODYSSEY,1,14,54989.95238
HONDA,2010,ODYSSEY,492,14,54989.95238
TOYOTA,2010,ODYSSEY,2,14,54989.95238
MITSUBISHI,2010,PAJERO,1259,14,73000
PORSCHE,2010,PANAMERA,236,14,99918.73077
VOLKSWAGEN,2010,PASSAT,468,14,26873.75
PROTON,2010,PERSONA,39131,14,11221.33333
KIA,2010,PICANTO,34,14,7399.5
NAZA,2010,PICANTO,705,14,7399.5
VOLKSWAGEN,2010,POLO,627,14,19899.09091
KIA,2010,PREGIO,73,14,29000
TOYOTA,2010,PRIUS,146,14,21800
AUDI,2010,Q5,438,14,33835.65385
AUDI,2010,Q7,251,14,42869.71429
AUDI,2010,R8,25,14,335000
FORD,2010,RANGER,1292,14,30218.13636
NAZA,2010,RIA,70,14,10800
TOYOTA,2010,RUSH,2079,14,22878.5
LEXUS,2010,RX270,101,14,54100
TOYOTA,2010,RX270,4,14,54100
LEXUS,2010,RX350,257,14,64685.57143
LEXUS,2010,RX450H,25,14,59800
TOYOTA,2010,RX450H,1,14,59800
MERCEDES BENZ,2010,S350L,18,14,43800
VOLVO,2010,S40,239,14,15933.33333
AUDI,2010,S5,83,14,73660
VOLVO,2010,S80,103,14,28800
PROTON,2010,SAGA,58191,14,9379.089744
PROTON,2010,SATRIA,3539,14,15305.21053
VOLKSWAGEN,2010,SCIROCCO,211,14,66487.71429
NISSAN,2010,SENTRA,1139,14,18800
NISSAN,2010,SERENA,359,14,28501.42857
HYUNDAI,2010,SONATA,1601,14,24257.41667
KIA,2010,SPECTRA,17,14,11600
SSANGYONG,2010,STAVIC,150,14,17500
HONDA,2010,STREAM,1855,14,42180.37037
SUZUKI,2010,SWIFT,4715,14,21289.65789
SUZUKI,2010,SX4,1095,14,16618.92857
NISSAN,2010,SYLPHY,3722,14,18231.5625
NISSAN,2010,TEANA,631,14,25884.28571
VOLKSWAGEN,2010,TIGUAN,110,14,22344
VOLKSWAGEN,2010,TOUAREG,17,14,39800
MITSUBISHI,2010,TRITON,208,14,29493.04762
AUDI,2010,TT,160,14,67137.5
HYUNDAI,2010,TUCSON,1357,14,23451.85714
NISSAN,2010,URVAN,341,14,42466.66667
VOLVO,2010,V50,56,14,33800
NISSAN,2010,VANETTE,438,14,21390
TOYOTA,2010,VANGUARD,75,14,50800
TOYOTA,2010,VELLFIRE,8110,14,75215.8
TOYOTA,2010,VIOS,31317,14,28669.97872
PERODUA,2010,VIVA,60868,14,12322.81944
PROTON,2010,WAJA,2706,14,8971.428571
TOYOTA,2010,WISH,4812,14,50303.65079
CHRYSLER,2010,WRANGLER,2,14,120000
JEEP,2010,WRANGLER,7,14,120000
NISSAN,2010,X-TRAIL,857,14,22901.625
BMW,2010,X1,167,14,28150
BMW,2010,X5,105,14,46372
JAGUAR,2010,X5,2,14,46372
BMW,2010,X6,322,14,69094
VOLVO,2010,XC90,84,14,29300
JAGUAR,2010,XF,65,14,42000
JAGUAR,2010,XJ,35,14,68888
BMW,2010,Z4,128,14,95418.75
MAZDA,2011,2,1824,13,19770.83784
PEUGEOT,2011,207,1098,13,6000
MAZDA,2011,3,1680,13,28921.27536
PEUGEOT,2011,3008,577,13,15262.5
PEUGEOT,2011,308,1365,13,25012.42857
BMW,2011,320I,982,13,38828.15789
BMW,2011,323I,319,13,30337.42857
BMW,2011,325I,175,13,35949.25
BMW,2011,335I,1,13,108800
NISSAN,2011,370Z,7,13,143800
PEUGEOT,2011,407,189,13,12444
BMW,2011,5,1,13,36980.57143
MAZDA,2011,5,384,13,36980.57143
FIAT,2011,500,1,13,230000
PEUGEOT,2011,5008,379,13,15939.91667
PEUGEOT,2011,508,140,13,23133.33333
BMW,2011,520D,377,13,52771.42857
BMW,2011,523I,1622,13,51273.19048
BMW,2011,528I,574,13,49112.91304
BMW,2011,535I,119,13,74666.66667
MAZDA,2011,6,385,13,24005.06667
BMW,2011,640I,27,13,111300
BMW,2011,730LD,8,13,69900
BMW,2011,730LI,121,13,51900
BMW,2011,740LI,30,13,64344
MAZDA,2011,8,412,13,39282.8125
PORSCHE,2011,911,31,13,405999.5
AUDI,2011,A1,56,13,40244.44444
AUDI,2011,A4,427,13,37299.32653
AUDI,2011,A5,293,13,42796
AUDI,2011,A6,89,13,177474.875
AUDI,2011,A7,106,13,101875
HYUNDAI,2011,ACCENT,308,13,10850
HONDA,2011,ACCORD,3862,13,32878.41772
SSANGYONG,2011,ACTYON,45,13,14990
TOYOTA,2011,ALPHARD,700,13,81891.08824
SUZUKI,2011,ALTO,1200,13,12700
PERODUA,2011,ALZA,34340,13,24598.70192
MITSUBISHI,2011,ASX,710,13,34393.25
TOYOTA,2011,AVANZA,6217,13,25148.14286
MERCEDES BENZ,2011,B180,646,13,26363.28571
VOLKSWAGEN,2011,BEETLE,1,13,31794
MERCEDES BENZ,2011,C180,500,13,65177.54545
AVELING BARFORD,2011,C200,1,13,42584.36364
MERCEDES BENZ,2011,C200,1700,13,42584.36364
MERCEDES BENZ,2011,C200K,15,13,45435.2
MERCEDES BENZ,2011,C250,756,13,43800
FERRARI,2011,CALIFORNIA,4,13,603714.2857
CHEVROLET,2011,CAMARO,2,13,143844
TOYOTA,2011,CAMRY,6467,13,40035.18667
CHEVROLET,2011,CAPTIVA,160,13,16800
PORSCHE,2011,CAYENNE,402,13,109068.75
PORSCHE,2011,CAYMAN,69,13,173280
NAZA,2011,CITRA,2042,13,12536.36364
HONDA,2011,CITY,9760,13,27140.58065
HONDA,2011,CIVIC,5683,13,43081.52475
MERCEDES BENZ,2011,CLS350,102,13,71080
BENTLEY,2011,CONTINENTAL,33,13,144000
BMW,2011,COOPER,164,13,52875.7619
MINI,2011,COOPER,484,13,52875.7619
BMW,2011,COUNTRYMAN,2,13,52103.36842
MINI,2011,COUNTRYMAN,116,13,52103.36842
HONDA,2011,CR-V,3297,13,32747.36111
HONDA,2011,CR-Z,91,13,37899.5
CHEVROLET,2011,CRUZE,382,13,9944
LEXUS,2011,CT200H,1194,13,43264.71429
MAZDA,2011,CX-7,14,13,24699.83333
MAZDA,2011,CX-9,2,13,31380
LAND ROVER,2011,DEFENDER,84,13,258000
MERCEDES BENZ,2011,E250,2113,13,64816.775
MERCEDES BENZ,2011,E300,1,13,44229.33333
CHERY,2011,EASTAR,346,13,11455.55556
NISSAN,2011,ELGRAND,66,13,62500
VOLKSWAGEN,2011,EOS,51,13,51495
FORD,2011,ESCAPE,204,13,18070.2
TOYOTA,2011,ESTIMA,3422,13,70209.03571
INFINITI,2011,EX37,4,13,69888
PROTON,2011,EXORA,18299,13,15939.5
FORD,2011,FIESTA,3625,13,13406.51515
FORD,2011,FOCUS,153,13,12888
KIA,2011,FORTE,288,13,18428.40323
NAZA,2011,FORTE,5231,13,18428.40323
TOYOTA,2011,FORTUNER,978,13,46323.5
HONDA,2011,FREED,224,13,38531.63636
NISSAN,2011,FRONTIER,331,13,21800
INFINITI,2011,FX37,1,13,59943.5
LAMBORGHINI,2011,GALLARDO,14,13,601755.5556
ROLLS ROYCE,2011,GHOST,17,13,764800
VOLKSWAGEN,2011,GOLF,1896,13,40165.71429
MITSUBISHI,2011,GRANDIS,321,13,31394
MASERATI,2011,GRANTURISMO,5,13,360181.3333
LEXUS,2011,GS300,15,13,48800
NISSAN,2011,GT-R,59,13,361588.6667
NISSAN,2011,GTR,17,13,348922
TOYOTA,2011,HARRIER,353,13,50455.78571
TOYOTA,2011,HIACE,651,13,58810.9375
TOYOTA,2011,HILUX,13181,13,50984.86486
INOKOM CORPORATION SDN. BHD.,2011,I10,1674,13,11316.88235
SUBARU,2011,IMPREZA,42,13,116640
TOYOTA,2011,INNOVA,3875,13,31503.54167
HONDA,2011,INSIGHT,4400,13,20254.58824
PROTON,2011,INSPIRA,9047,13,27097.69608
LEXUS,2011,IS250,30,13,64162.66667
HONDA,2011,JAZZ,422,13,36366
VOLKSWAGEN,2011,JETTA,511,13,20994.5
NISSAN,2011,JUKE,139,13,32999
SUZUKI,2011,KIZASHI,8,13,25000
MITSUBISHI,2011,LANCER,627,13,35565.26667
NISSAN,2011,LATIO,813,13,17450
LEXUS,2011,LX570,7,13,158800
BMW,2011,M3,18,13,189000
BMW,2011,M5,18,13,206200
RENAULT,2011,MEGANE,47,13,74175
PERODUA,2011,MYVI,77037,13,19980.75701
NISSAN,2011,NAVARA,2064,13,33106.3913
HONDA,2011,ODYSSEY,399,13,58610.83333
BMW,2011,ONE,4,13,48399.5
MINI,2011,ONE,29,13,48399.5
PORSCHE,2011,PANAMERA,161,13,126570.5455
VOLKSWAGEN,2011,PASSAT,1686,13,25014.35294
PROTON,2011,PERSONA,38817,13,13147.34375
VOLKSWAGEN,2011,POLO,1738,13,23815.17778
KIA,2011,PREGIO,69,13,16800
TOYOTA,2011,PRIUS,2186,13,24027.83333
AUDI,2011,Q5,429,13,37395.4375
AUDI,2011,Q7,443,13,49159.10811
AUDI,2011,R8,15,13,364250
FORD,2011,RANGER,1447,13,28257.14286
LAND ROVER,2011,RANGER,3,13,28257.14286
TOYOTA,2011,RAV4,11,13,52800
PEUGEOT,2011,RCZ,268,13,49066.66667
TOYOTA,2011,RUSH,2132,13,30633.33333
LEXUS,2011,RX270,347,13,79670.25
TOYOTA,2011,RX270,1,13,79670.25
LEXUS,2011,RX350,221,13,78635.2
FORD,2011,S-MAX,72,13,18448
VOLVO,2011,S40,165,13,20294
AUDI,2011,S5,52,13,70800
VOLVO,2011,S60,187,13,37850
VOLVO,2011,S80,83,13,26708.44444
PROTON,2011,SAGA,66034,13,11021.85366
PROTON,2011,SATRIA,2288,13,17460.41667
VOLKSWAGEN,2011,SCIROCCO,472,13,49122.8
NISSAN,2011,SENTRA,706,13,15484
NISSAN,2011,SERENA,278,13,30705.2
VOLKSWAGEN,2011,SHARAN,39,13,37388
MERCEDES BENZ,2011,SLK200,99,13,96380
MERCEDES BENZ,2011,SLK250,73,13,100939.9333
HYUNDAI,2011,SONATA,2228,13,23605.12
KIA,2011,SORENTO,703,13,22307.3
NAZA,2011,SORENTO,24,13,22307.3
KIA,2011,SPORTAGE,566,13,24362.57895
HONDA,2011,STREAM,798,13,42029.68
SUZUKI,2011,SWIFT,4911,13,20542.7381
SUZUKI,2011,SX4,530,13,19537.1875
NISSAN,2011,SYLPHY,2279,13,18832.22222
NISSAN,2011,TEANA,3739,13,27078.21311
VOLKSWAGEN,2011,TIGUAN,171,13,27249.16667
VOLKSWAGEN,2011,TOUAREG,82,13,47086
VOLKSWAGEN,2011,TOURAN,422,13,22932.22222
AUDI,2011,TT,108,13,72950
HYUNDAI,2011,TUCSON,1597,13,24817.375
NISSAN,2011,URVAN,502,13,34925
TOYOTA,2011,VELLFIRE,3981,13,82615.01724
TOYOTA,2011,VIOS,27971,13,30024.53012
MERCEDES BENZ,2011,VITO,1,13,150000
PERODUA,2011,VIVA,53583,13,11200.43548
PROTON,2011,WAJA,1176,13,9414.666667
TOYOTA,2011,WISH,3250,13,50539.4
NISSAN,2011,X-TRAIL,357,13,21833.33333
BMW,2011,X1,444,13,30328.8
BMW,2011,X3,83,13,43238
BMW,2011,X5,103,13,55912.57143
BMW,2011,X6,210,13,83040.33333
VOLVO,2011,XC60,215,13,42171.5
JAGUAR,2011,XF,25,13,31800
JAGUAR,2011,XJ,60,13,74400
BMW,2011,Z4,54,13,96999
MAZDA,2012,2,1442,12,22224.98734
PEUGEOT,2012,207,1287,12,8217.6
MAZDA,2012,3,2327,12,27372.54762
PEUGEOT,2012,3008,582,12,15747.8
PEUGEOT,2012,308,863,12,13133
BMW,2012,320D,582,12,59126.6
BMW,2012,320I,772,12,42863.03333
BMW,2012,323I,120,12,28224.22222
BMW,2012,325I,58,12,52288
BMW,2012,328I,1140,12,58612.33898
BMW,2012,335I,24,12,94444
PEUGEOT,2012,408,742,12,15257.25
MAZDA,2012,5,350,12,39624.24242
PEUGEOT,2012,508,790,12,22848.75
BMW,2012,520D,319,12,53560
BMW,2012,520I,1092,12,57235.04
BMW,2012,523I,134,12,57725
BMW,2012,528I,842,12,72444.17949
BMW,2012,535I,46,12,61496
MAZDA,2012,6,259,12,31875
BMW,2012,640I,70,12,126507.3333
BMW,2012,730LI,64,12,55179.8
BMW,2012,740I,8,12,58371.42857
BMW,2012,740LI,22,12,61199.66667
BMW,2012,750LI,2,12,89000
MAZDA,2012,8,383,12,45305.71429
TOYOTA,2012,86,298,12,90895.66667
PORSCHE,2012,911,167,12,434493.2667
AUDI,2012,A4,471,12,39495.58333
AUDI,2012,A5,294,12,60099.72727
AUDI,2012,A6,153,12,56042.85714
AUDI,2012,A7,41,12,113400
AUDI,2012,A8,12,12,92900
HONDA,2012,ACCORD,2956,12,35730.10959
NISSAN,2012,ALMERA,6323,12,24275.78846
TOYOTA,2012,ALPHARD,1230,12,91963.26471
PERODUA,2012,ALZA,38389,12,25847.7551
MITSUBISHI,2012,ASX,808,12,37692.5
TOYOTA,2012,AVANZA,8723,12,33251.58333
LAMBORGHINI,2012,AVENTADOR,22,12,1273416.667
VOLKSWAGEN,2012,BEETLE,688,12,54099.75
PORSCHE,2012,BOXSTER,43,12,228888
SUBARU,2012,BRZ,23,12,85700
MERCEDES BENZ,2012,C180,420,12,51821.55556
MERCEDES BENZ,2012,C200,1580,12,53029.53846
CITROEN,2012,C4,34,12,17800
TOYOTA,2012,CAMRY,8438,12,51326.97973
CHEVROLET,2012,CAPTIVA,254,12,19653.44444
PORSCHE,2012,CAYENNE,296,12,117272.6364
VOLKSWAGEN,2012,CC,720,12,39066.33333
NAZA,2012,CITRA,375,12,14300
HONDA,2012,CITY,12976,12,30420.89796
HONDA,2012,CIVIC,7450,12,38219.43919
MERCEDES BENZ,2012,CLS350,51,12,97194
BMW,2012,COOPER,159,12,61859
MINI,2012,COOPER,488,12,61859
BMW,2012,COUNTRYMAN,3,12,60525.54839
MINI,2012,COUNTRYMAN,70,12,60525.54839
HONDA,2012,CR-V,2499,12,35309.04545
HONDA,2012,CR-Z,2597,12,40120.05435
CHEVROLET,2012,CRUZE,450,12,15768.7
LEXUS,2012,CT200H,794,12,48446
MAZDA,2012,CX-7,1,12,38466.66667
LAND ROVER,2012,DEFENDER,122,12,179360
MERCEDES BENZ,2012,E250,2055,12,70661.05714
MERCEDES BENZ,2012,E300,5,12,59949.5
CHERY,2012,EASTAR,1017,12,11249.5
INOKOM CORPORATION SDN. BHD.,2012,ELANTRA,2889,12,25138.89189
NISSAN,2012,ELGRAND,68,12,75443.5
VOLKSWAGEN,2012,EOS,28,12,54000
FORD,2012,ESCAPE,122,12,20920.88889
TOYOTA,2012,ESTIMA,3683,12,84457.48077
INFINITI,2012,EX25,8,12,59770
PROTON,2012,EXORA,22414,12,20657.83908
FERRARI,2012,FF,2,12,880000
FORD,2012,FIESTA,3409,12,14393
FORD,2012,FOCUS,759,12,18663.56522
SUBARU,2012,FORESTER,35,12,32800
KIA,2012,FORTE,202,12,18634.79545
NAZA,2012,FORTE,5975,12,18634.79545
TOYOTA,2012,FORTUNER,1269,12,55068.78571
HONDA,2012,FREED,1239,12,38365.5
NISSAN,2012,FRONTIER,207,12,28525.71429
INFINITI,2012,FX37,10,12,67444
LAMBORGHINI,2012,GALLARDO,12,12,632333.3333
ROLLS ROYCE,2012,GHOST,22,12,794923.0769
VOLKSWAGEN,2012,GOLF,1823,12,57798.87805
LEXUS,2012,GS250,105,12,109844
TOYOTA,2012,GS250,1,12,109844
LEXUS,2012,GS350,30,12,119800
NISSAN,2012,GT-R,48,12,372533.3333
HUMMER,2012,H2,2,12,385800
TOYOTA,2012,HARRIER,205,12,112800
TOYOTA,2012,HIACE,799,12,63384.375
TOYOTA,2012,HILUX,19074,12,54709.52
INOKOM CORPORATION SDN. BHD.,2012,I10,1852,12,13193.94286
SUBARU,2012,IMPREZA,45,12,90133.33333
TOYOTA,2012,INNOVA,4725,12,35929.96
HONDA,2012,INSIGHT,1748,12,21714.375
PROTON,2012,INSPIRA,3337,12,29285.45205
LEXUS,2012,IS250,7,12,54888
HONDA,2012,JAZZ,3357,12,30338.11111
VOLKSWAGEN,2012,JETTA,1070,12,23443.68966
NISSAN,2012,JUKE,43,12,29800
SUZUKI,2012,KIZASHI,92,12,27888
MITSUBISHI,2012,LANCER,542,12,63846.66667
NISSAN,2012,LATIO,335,12,19050
SUBARU,2012,LEGACY,22,12,70466.66667
LEXUS,2012,LS460L,3,12,139800
INFINITI,2012,M25,14,12,49800
BMW,2012,M5,39,12,191880
BMW,2012,M6,6,12,288000
MITSUBISHI,2012,MIRAGE,1759,12,18511
MERCEDES BENZ,2012,ML350,23,12,79450
FORD,2012,MONDEO,55,12,26800
BENTLEY,2012,MULSANNE,6,12,699000
NISSAN,2012,MURANO,43,12,39800
PERODUA,2012,MYVI,82953,12,22876.70877
NISSAN,2012,NAVARA,3256,12,37705.65714
HONDA,2012,ODYSSEY,204,12,74943.5
BMW,2012,ONE,4,12,52999
MINI,2012,ONE,24,12,52999
KIA,2012,OPTIMA,1608,12,28399.5
CHEVROLET,2012,ORLANDO,37,12,16300
PORSCHE,2012,PANAMERA,145,12,110600
VOLKSWAGEN,2012,PASSAT,2207,12,26054.18966
PROTON,2012,PERSONA,23124,12,13270.38889
ROLLS ROYCE,2012,PHANTOM,3,12,1390000
VOLKSWAGEN,2012,POLO,2606,12,23123.38333
PROTON,2012,PREVE,19982,12,18794.32653
TOYOTA,2012,PRIUS,5583,12,28481.55
AUDI,2012,Q3,102,12,43535.27273
AUDI,2012,Q5,405,12,39994.44444
AUDI,2012,Q7,165,12,57481.33333
FORD,2012,RANGER,2128,12,37880.23529
LAND ROVER,2012,RANGER,5,12,37880.23529
PEUGEOT,2012,RCZ,115,12,64500
AUDI,2012,RS3,1,12,175500
TOYOTA,2012,RUSH,1503,12,31241.21429
LEXUS,2012,RX270,317,12,95001.25
TOYOTA,2012,RX270,4,12,95001.25
LEXUS,2012,RX350,237,12,80493.33333
AUDI,2012,S5,41,12,100165.3333
AUDI,2012,S6,4,12,135000
VOLVO,2012,S60,166,12,30975
AUDI,2012,S7,10,12,141300
PROTON,2012,SAGA,54596,12,13240.05263
VOLKSWAGEN,2012,SCIROCCO,330,12,72310
NISSAN,2012,SENTRA,430,12,15833.33333
NISSAN,2012,SERENA,272,12,35800
VOLKSWAGEN,2012,SHARAN,389,12,34200
MERCEDES BENZ,2012,SL350,12,12,224229
MERCEDES BENZ,2012,SLK200,172,12,98042.10526
MERCEDES BENZ,2012,SLK250,57,12,98200
HYUNDAI,2012,SONATA,1077,12,25042.14286
KIA,2012,SORENTO,420,12,24445.22222
KIA,2012,SPORTAGE,1366,12,31116.95
HONDA,2012,STREAM,856,12,48118.23077
SUZUKI,2012,SWIFT,6439,12,22442.38667
SUZUKI,2012,SX4,660,12,19199.42857
NISSAN,2012,SYLPHY,1919,12,23114.64103
NISSAN,2012,TEANA,2659,12,28029.47826
VOLKSWAGEN,2012,TIGUAN,317,12,31146.66667
VOLKSWAGEN,2012,TOUAREG,176,12,34359.86667
VOLKSWAGEN,2012,TOURAN,362,12,26846
AUDI,2012,TT,45,12,65888
HYUNDAI,2012,TUCSON,1168,12,26423.23529
NISSAN,2012,URVAN,538,12,43559.33333
VOLVO,2012,V60,80,12,50833.33333
AVELING BARFORD,2012,VELLFIRE,1,12,91919.21678
TOYOTA,2012,VELLFIRE,6256,12,91919.21678
TOYOTA,2012,VIOS,29175,12,32208.49289
PERODUA,2012,VIVA,50039,12,13069
TOYOTA,2012,WISH,3050,12,60236.41026
CHRYSLER,2012,WRANGLER,3,12,179000
JEEP,2012,WRANGLER,18,12,179000
NISSAN,2012,X-TRAIL,322,12,23822.22222
BMW,2012,X1,249,12,38162.4
BMW,2012,X3,189,12,54098.16667
BMW,2012,X5,23,12,58050
BMW,2012,X6,136,12,88442.85714
XUZHOU CONST. MACHINERY GRP.,2012,X6,1,12,88442.85714
VOLVO,2012,XC60,186,12,37712.42857
VOLVO,2012,XC90,19,12,46900
JAGUAR,2012,XF,38,12,59800
BMW,2012,Z4,47,12,96800
BMW,2013,116I,86,11,44486
BMW,2013,118I,69,11,42133.33333
PEUGEOT,2013,207,123,11,8888
PEUGEOT,2013,208,1517,11,18882.85294
MAZDA,2013,3,636,11,29024.35849
PEUGEOT,2013,3008,489,11,16319.4
PEUGEOT,2013,308,400,11,15512.71429
BMW,2013,316I,622,11,48237
BMW,2013,320D,195,11,59502.25
BMW,2013,320I,1516,11,61098.25
BMW,2013,328I,980,11,75506.05479
PEUGEOT,2013,408,1248,11,14327.33333
BMW,2013,428I,86,11,94249.5
BMW,2013,5,1,11,36058.5
MAZDA,2013,5,44,11,36058.5
PEUGEOT,2013,508,923,11,21862
BMW,2013,520D,332,11,55983.85714
BMW,2013,520I,758,11,66604.16667
BMW,2013,528I,810,11,85225.6
BMW,2013,6,1,11,50668.79167
MAZDA,2013,6,1630,11,50668.79167
BMW,2013,640I,43,11,146700
BMW,2013,730LI,63,11,51233.33333
MAZDA,2013,8,165,11,47878.27273
TOYOTA,2013,86,193,11,95334.71429
PORSCHE,2013,911,96,11,523114.2857
AUDI,2013,A1,25,11,47975.66667
MERCEDES BENZ,2013,A180,781,11,75785.2
MERCEDES BENZ,2013,A200,271,11,80491.96429
MERCEDES BENZ,2013,A250,587,11,90396.07547
AUDI,2013,A4,380,11,47423.25
AUDI,2013,A5,230,11,80706.18519
AUDI,2013,A6,1434,11,44433.62745
AUDI,2013,A7,47,11,110000
AUDI,2013,A8,7,11,80619.8
AUDI,2013,A8L,26,11,74344
