BUATAN,TAHUN_DIBUAT,NAMA_MODEL_YANG_SEBENAR,Count(DOSM_ID),CAR_AGE,PRICE(RM)
HYUNDAI,2018,TUCSON,315,6,71903.6
LAMBORGHINI,2018,URUS,28,6,1410664.702
LEXUS,2018,UX200,11,6,183135.6863
VOLVO,2018,V40,117,6,75977
TOYOTA,2018,VELLFIRE,6433,6,222914.7891
VOLKSWAGEN,2018,VENTO,1265,6,30907.42857
FOTON,2018,VIEW,71,6,61133.33333
TOYOTA,2018,VIOS,16592,6,58335.87773
MERCEDES BENZ,2018,VITO,2,6,179800
TOYOTA,2018,VITZ,3,6,218074
TOYOTA,2018,VOXY,996,6,138547.7065
TOYOTA,2018,WISH,11,6,83133.33333
ROLLS ROYCE,2018,WRAITH,4,6,1820643.607
JEEP,2018,WRANGLER,27,6,240552.1231
NISSAN,2018,X-TRAIL,4319,6,66383.3871
BMW,2018,X1,935,6,108648.3241
BMW,2018,X2,77,6,160801.52
BMW,2018,X3,845,6,168089.0579
BMW,2018,X5,2029,6,145286.5043
BMW,2018,X6,15,6,412000
PROTON,2018,X70,1736,6,63050.5625
VOLVO,2018,XC40,27,6,139888
VOLVO,2018,XC60,349,6,158831.8235
VOLVO,2018,XC90,257,6,191374.5
JAGUAR,2018,XE,3,6,155200
JAGUAR,2018,XF,3,6,195333.3333
SUBARU,2018,XV,2536,6,70887.1129
BMW,2019,118I,1,5,198250
MAZDA,2019,2,979,5,57111.07692
MAZDA,2019,3,885,5,101961.9286
PEUGEOT,2019,3008,739,5,76662.10714
BMW,2019,318I,536,5,107593.6829
BMW,2019,320I,29,5,194223.1314
BMW,2019,330E,736,5,136752.8434
BMW,2019,330I,905,5,207578.8043
BMW,2019,430I,2,5,218800
PEUGEOT,2019,5008,208,5,83943.5
BMW,2019,520I,285,5,191683.1757
BMW,2019,530E,968,5,172301.3103
BMW,2019,530I,1092,5,219627.0686
MCLAREN,2019,570S,2,5,1050198.778
MAZDA,2019,6,150,5,123478.4
MCLAREN,2019,600LT,17,5,1570422.308
BMW,2019,630I,217,5,221629.3571
PORSCHE,2019,718,143,5,419280.8899
MCLAREN,2019,720S,6,5,1369785.696
BMW,2019,740LE,206,5,286225.2403
BMW,2019,840I,13,5,429157.5
TOYOTA,2019,86,125,5,162031.1145
PORSCHE,2019,911,207,5,836335.4215
MERCEDES BENZ,2019,A180,421,5,168748.6215
MERCEDES BENZ,2019,A200,343,5,160106.8819
MERCEDES BENZ,2019,A220,5,5,184000
MERCEDES BENZ,2019,A250,112,5,196413.0593
AUDI,2019,A4,18,5,195200
AUDI,2019,A5,60,5,218399.9697
AUDI,2019,A6,1,5,300571.4286
AUDI,2019,A7,11,5,393108.6667
AUDI,2019,A8,3,5,406572
HONDA,2019,ACCORD,325,5,96119.92308
NISSAN,2019,ALMERA,5002,5,43671.97701
ASTON MARTIN,2019,ALPHARD,1,5,243685.5441
TOYOTA,2019,ALPHARD,6329,5,243685.5441
PERODUA,2019,ALZA,14420,5,48363.42857
PERODUA,2019,ARUZ,28384,5,56441.15451
MITSUBISHI,2019,ASX,277,5,62800
TOYOTA,2019,AVANZA,1557,5,64039.45
LAMBORGHINI,2019,AVENTADOR,28,5,3147684.2
PERODUA,2019,AXIA,63459,5,31833.65254
MERCEDES BENZ,2019,B180,6,5,175300
VOLKSWAGEN,2019,BEETLE,4,5,105344
BENTLEY,2019,BENTAYGA,5,5,967299.3333
PERODUA,2019,BEZZA,41911,5,35568.05634
HONDA,2019,BR-V,7104,5,58197.86735
SUBARU,2019,BRZ,16,5,167254.7308
TOYOTA,2019,C-HR,2034,5,125963.9458
MERCEDES BENZ,2019,C180,98,5,205260.9908
MERCEDES BENZ,2019,C200,2193,5,189653.2126
MERCEDES BENZ,2019,C300,851,5,212165.9801
TOYOTA,2019,CAMRY,1238,5,145637.4522
RENAULT,2019,CAPTUR,698,5,49141.87755
KIA,2019,CARNIVAL,697,5,127798.8125
PORSCHE,2019,CAYENNE,152,5,571098.2082
KIA,2019,CERATO,513,5,54420.375
HONDA,2019,CITY,33009,5,62792.65072
HONDA,2019,CIVIC,6169,5,172136.3102
MERCEDES BENZ,2019,CLA180,101,5,189081.8105
MERCEDES BENZ,2019,CLA200,54,5,223597.5937
MERCEDES BENZ,2019,CLA220,45,5,250566.5656
MERCEDES BENZ,2019,CLA250,83,5,282375.4793
MERCEDES BENZ,2019,CLS350,5,5,348347.4545
MERCEDES BENZ,2019,CLS450,11,5,373156.5641
BMW,2019,CLUBMAN,4,5,164622.8857
MINI,2019,CLUBMAN,9,5,164622.8857
MINI,2019,COUNTRYMAN,12,5,173998.3186
HONDA,2019,CR-V,10861,5,113330.6231
BMW,2019,CROSSOVER,11,5,159539.8393
MINI,2019,CROSSOVER,4,5,159539.8393
TOYOTA,2019,CROWN,7,5,227439.6667
ROLLS ROYCE,2019,CULLINAN,9,5,2290214.286
MAZDA,2019,CX-30,155,5,100061.4615
MAZDA,2019,CX-5,2836,5,112249.8233
MAZDA,2019,CX-8,472,5,135472.8333
LAND ROVER,2019,DEFENDER,2,5,504382.6667
LAND ROVER,2019,DISCOVERY,18,5,245000
MERCEDES BENZ,2019,E200,90,5,258097.054
MERCEDES BENZ,2019,E250,25,5,262364.5625
MERCEDES BENZ,2019,E300,303,5,282974.2517
MERCEDES BENZ,2019,E350,722,5,276116.9181
HYUNDAI,2019,ELANTRA,174,5,69473.375
NISSAN,2019,ELGRAND,15,5,159070.5714
PROTON,2019,ERTIGA,165,5,36028.16667
CADILLAC,2019,ESCALADE,1,5,888000
TOYOTA,2019,ESQUIRE,6,5,156790
TOYOTA,2019,ESTIMA,174,5,181994.4485
PROTON,2019,EXORA,4975,5,41077.33333
JAGUAR,2019,F-PACE,18,5,318066.6667
JAGUAR,2019,F-TYPE,5,5,525555
HONDA,2019,FIT,13,5,128714.2857
SUBARU,2019,FORESTER,1433,5,96857.95349
TOYOTA,2019,FORTUNER,1667,5,143578.1026
WESTSTAR MAXUS,2019,G10,40,5,98569.9
MERCEDES BENZ,2019,G350,1,5,696540.4231
MASERATI,2019,GHIBLI,21,5,340529.1818
MERCEDES BENZ,2019,GLA180,7,5,145611
MERCEDES BENZ,2019,GLA200,8,5,156085.5
MERCEDES BENZ,2019,GLA220,25,5,159355.5122
MERCEDES BENZ,2019,GLA250,7,5,177803.9545
MERCEDES BENZ,2019,GLC200,15,5,222567.2093
MERCEDES BENZ,2019,GLC250,927,5,270656.9585
MERCEDES BENZ,2019,GLC300,9,5,322055.1795
MERCEDES BENZ,2019,GLS350,1,5,459000
VOLKSWAGEN,2019,GOLF,167,5,185925.7008
NISSAN,2019,GT-R,33,5,685397.3258
FERRARI,2019,GTC4LUSSO,1,5,1588724
GREAT WALL,2019,H1,223,5,27153.66667
TOYOTA,2019,HARRIER,1075,5,155132.5457
TOYOTA,2019,HIACE,25,5,93181.81818
TOYOTA,2019,HILUX,8838,5,105899.0213
HONDA,2019,HR-V,16586,5,82153.94306
LAMBORGHINI,2019,HURACAN,27,5,1578643.024
BMW,2019,I8,2,5,594241.5385
TOYOTA,2019,INNOVA,2169,5,88387.55556
HYUNDAI,2019,IONIQ,387,5,58285.86667
PROTON,2019,IRIZ,6490,5,34835.91803
LEXUS,2019,IS300,5,5,209245.5098
HONDA,2019,JADE,15,5,131062.5
HONDA,2019,JAZZ,11928,5,64212.36527
SUZUKI,2019,JIMNY,125,5,143666.6667
RENAULT,2019,KOLEOS,11,5,92866.66667
LEXUS,2019,LC500,5,5,542274.6744
MASERATI,2019,LEVANTE,38,5,446922.5227
SUBARU,2019,LEVORG,1,5,170384.2105
LEXUS,2019,LS500,1,5,501531.0769
LEXUS,2019,LS500H,1,5,502221.5
LEXUS,2019,LX450D,6,5,557969.6271
LEXUS,2019,LX570,38,5,490757.3778
BMW,2019,M135I,3,5,268209.0909
BMW,2019,M2,38,5,363938.3111
BMW,2019,M340I,1,5,395421.8333
BMW,2019,M4,18,5,376223.2258
BMW,2019,M5,27,5,569296.7826
BMW,2019,M8,2,5,688966.45
BMW,2019,M850I,19,5,581260
PORSCHE,2019,MACAN,353,5,359278.3625
FORD,2019,MUSTANG,148,5,276148.129
MAZDA,2019,MX-5,1,5,180711.0476
PERODUA,2019,MYVI,78517,5,46433.99127
NISSAN,2019,NAVARA,1827,5,79942.78261
TOYOTA,2019,NOAH,81,5,143878.2118
LEXUS,2019,NX300,227,5,215133.675
LEXUS,2019,NX300H,1,5,216000
HONDA,2019,ODYSSEY,113,5,164955.8333
BMW,2019,ONE,4,5,124028.5714
MINI,2019,ONE,6,5,124028.5714
MITSUBISHI,2019,OUTLANDER,1639,5,87903.5
PORSCHE,2019,PANAMERA,37,5,573550.2393
VOLKSWAGEN,2019,PASSAT,708,5,105821.4576
PROTON,2019,PERDANA,232,5,54378.51852
PROTON,2019,PERSONA,18813,5,36303.4322
ROLLS ROYCE,2019,PHANTOM,1,5,2527629.333
KIA,2019,PICANTO,1051,5,38795.8913
VOLKSWAGEN,2019,POLO,1187,5,45773.36667
FERRARI,2019,PORTOFINO,6,5,1215989.833
PROTON,2019,PREVE,77,5,38570.42857
AUDI,2019,Q3,18,5,184999
AUDI,2019,Q5,50,5,265487.5
AUDI,2019,Q7,3,5,276800
AUDI,2019,Q8,28,5,468063.4286
FORD,2019,RANGER,4678,5,103626.5441
LAND ROVER,2019,RANGER,3,5,103626.5441
LEXUS,2019,RC300,3,5,249420
KIA,2019,RIO,236,5,56800
MAZDA,2019,ROADSTER,47,5,167156.4074
AUDI,2019,RS3,2,5,350362.4722
AUDI,2019,RS5,4,5,451110.8571
TOYOTA,2019,RUSH,2628,5,65980.60526
LEXUS,2019,RX300,409,5,272504.504
AUDI,2019,S3,3,5,308888
AUDI,2019,S5,1,5,304418.4231
VOLVO,2019,S60,63,5,190852.8
HONDA,2019,S660,15,5,144448
VOLVO,2019,S90,70,5,200172
PROTON,2019,SAGA,33889,5,29794.09917
MCLAREN,2019,SENNA,1,5,4569230.692
NISSAN,2019,SERENA,5459,5,98430.81215
TOYOTA,2019,SIENTA,36,5,62800
MERCEDES BENZ,2019,SL400,1,5,460310.0952
MERCEDES BENZ,2019,SLC180,1,5,221666.6667
MERCEDES BENZ,2019,SLC200,1,5,252733.2
MERCEDES BENZ,2019,SLC300,3,5,224600
KIA,2019,SORENTO,163,5,94166.2
KIA,2019,SPORTAGE,224,5,75344
TOYOTA,2019,SUPRA,39,5,272703.6863
SUZUKI,2019,SWIFT,36,5,117097.3333
TOYOTA,2019,TANK,45,5,103394.2222
NISSAN,2019,TEANA,26,5,68767.90476
VOLKSWAGEN,2019,TIGUAN,1305,5,97915.51471
MITSUBISHI,2019,TRITON,4238,5,89394.58696
AUDI,2019,TT,13,5,257528.5
HYUNDAI,2019,TUCSON,198,5,93132
LAMBORGHINI,2019,URUS,74,5,1490343.982
LEXUS,2019,UX200,21,5,190601.5625
MERCEDES BENZ,2019,V220,1,5,417800
TOYOTA,2019,VELLFIRE,3569,5,232049.0428
VOLKSWAGEN,2019,VENTO,1051,5,37490.65217
FOTON,2019,VIEW,72,5,70571.42857
TOYOTA,2019,VIOS,22858,5,65033.50329
TOYOTA,2019,VOXY,549,5,142191.2527
ROLLS ROYCE,2019,WRAITH,1,5,2188888
JEEP,2019,WRANGLER,53,5,312533.55
SUBARU,2019,WRX,22,5,181828.5333
NISSAN,2019,X-TRAIL,3446,5,82579.0991
BMW,2019,X1,1422,5,128127.1007
BMW,2019,X2,44,5,255015.3846
BMW,2019,X3,1159,5,192883.8736
BMW,2019,X4,192,5,256873.4211
BMW,2019,X5,228,5,177981.8936
GOLDEN DRAGON,2019,X5,2,5,177981.8936
BMW,2019,X6,4,5,588000
BMW,2019,X7,11,5,455000
PROTON,2019,X70,23141,5,67918.65435
VOLVO,2019,XC40,461,5,157374.875
VOLVO,2019,XC60,474,5,193834.5714
VOLVO,2019,XC90,354,5,242398.8333
SUBARU,2019,XV,1922,5,80982.57534
TOYOTA,2019,YARIS,11436,5,64686.37714
BMW,2019,Z4,44,5,269396.4591
MAZDA,2020,2,236,4,63252.8
BMW,2020,218I,444,4,158962.8143
MAZDA,2020,3,658,4,122316.2955
TESLA,2020,3,2,4,122316.2955
PEUGEOT,2020,3008,492,4,83865.73333
BMW,2020,320I,1372,4,183236.0722
BMW,2020,330E,123,4,178837.5
BMW,2020,330I,624,4,206219.1842
BMW,2020,430I,2,4,368000
PEUGEOT,2020,5008,333,4,84285
BMW,2020,520I,93,4,204025
BMW,2020,530E,244,4,192357.5606
BMW,2020,530I,273,4,229793.9231
MAZDA,2020,6,9,4,114525.3333
BMW,2020,630I,54,4,237520
PORSCHE,2020,718,38,4,459040.9709
MCLAREN,2020,720S,1,4,1535877.6
BMW,2020,740LE,117,4,324004.4649
BMW,2020,840I,32,4,425949.9266
TOYOTA,2020,86,34,4,170981.2022
PORSCHE,2020,911,99,4,923521.0396
MERCEDES BENZ,2020,A180,159,4,181268.9878
MERCEDES BENZ,2020,A200,3,4,156605.4286
MERCEDES BENZ,2020,A250,88,4,210356.3322
AUDI,2020,A5,8,4,267222.1667
AUDI,2020,A7,7,4,412181
HONDA,2020,ACCORD,874,4,142921.9706
NISSAN,2020,ALMERA,2707,4,63686.8375
TOYOTA,2020,ALPHARD,6099,4,262147.9911
PERODUA,2020,ALZA,14244,4,51472.7551
VOLKSWAGEN,2020,ARTEON,150,4,171078.6471
PERODUA,2020,ARUZ,21592,4,57943.95205
MITSUBISHI,2020,ASX,141,4,76228.57143
TOYOTA,2020,AVANZA,929,4,71917.13043
LAMBORGHINI,2020,AVENTADOR,12,4,3472626.182
PERODUA,2020,AXIA,57263,4,34366.91707
BENTLEY,2020,BENTAYGA,13,4,1271296.816
PERODUA,2020,BEZZA,54864,4,39937.43158
HONDA,2020,BR-V,3460,4,66325.4
SUBARU,2020,BRZ,6,4,160227.2727
TOYOTA,2020,C-HR,309,4,139855.2469
MERCEDES BENZ,2020,C180,7,4,228589.2414
MERCEDES BENZ,2020,C200,16,4,204805.1272
TOYOTA,2020,CAMRY,385,4,158571.4375
PORSCHE,2020,CAYENNE,50,4,581043.4106
KIA,2020,CERATO,172,4,61849.25
DODGE/COMMER,2020,CHALLENGER,1,4,763349.5
HONDA,2020,CITY,16716,4,68722.27411
HONDA,2020,CIVIC,10239,4,140619.9162
MERCEDES BENZ,2020,CLA180,37,4,246571.8312
MERCEDES BENZ,2020,CLA200,43,4,224009.7679
MERCEDES BENZ,2020,CLA250,52,4,277726.5671
MERCEDES BENZ,2020,CLS350,1,4,374681.4444
MINI,2020,CLUBMAN,7,4,213140.2292
MINI,2020,COUNTRYMAN,1,4,199428.1441
HONDA,2020,CR-V,4819,4,120280.5417
BMW,2020,CROSSOVER,1,4,250098.6667
ROLLS ROYCE,2020,CULLINAN,4,4,2731498.909
MAZDA,2020,CX-30,1040,4,119426.6
MAZDA,2020,CX-5,5000,4,125090.2353
MAZDA,2020,CX-8,1344,4,142457.8444
LAND ROVER,2020,DEFENDER,54,4,473819.4337
ROVER,2020,DEFENDER,1,4,473819.4337
MERCEDES BENZ,2020,E200,6,4,263486.7692
MERCEDES BENZ,2020,E300,32,4,312054.619
MERCEDES BENZ,2020,E350,146,4,299699.6757
HYUNDAI,2020,ELANTRA,21,4,62888
NISSAN,2020,ELGRAND,3,4,176386.6667
PROTON,2020,EXORA,5386,4,45351.21429
JAGUAR,2020,F-PACE,2,4,294300
JAGUAR,2020,F-TYPE,3,4,403915.75
SUBARU,2020,FORESTER,760,4,116584
TOYOTA,2020,FORTUNER,595,4,131738.75
WESTSTAR MAXUS,2020,G10,2,4,103924.75
MASERATI,2020,GHIBLI,3,4,388000
ROLLS ROYCE,2020,GHOST,4,4,2939362.421
ALFA ROMEO,2020,GIULIA,1,4,519834
MERCEDES BENZ,2020,GLC250,1,4,272400
MERCEDES BENZ,2020,GLC300,21,4,327830.7393
MERCEDES BENZ,2020,GLE450,2,4,425962.6667
MERCEDES BENZ,2020,GLE53,1,4,703866.6667
VOLKSWAGEN,2020,GOLF,63,4,213022.7273
TOYOTA,2020,GRANACE,42,4,316444.1638
NISSAN,2020,GT-R,5,4,729778.8393
GREAT WALL,2020,H1,106,4,34000
TOYOTA,2020,HARRIER,1302,4,185591.9303
TOYOTA,2020,HIACE,19,4,90823.5
TOYOTA,2020,HILUX,8176,4,117586.2727
HONDA,2020,HR-V,8228,4,89906.34426
LAMBORGHINI,2020,HURACAN,5,4,1588207.579
SUZUKI,2020,HUSTLER,1,4,73800
TOYOTA,2020,INNOVA,1176,4,98946.42105
PROTON,2020,IRIZ,7360,4,36636.05195
LEXUS,2020,IS300,4,4,257442.4762
HONDA,2020,JAZZ,4920,4,68310.11111
SUZUKI,2020,JIMNY,176,4,128000
RENAULT,2020,KOLEOS,36,4,105400
HYUNDAI,2020,KONA,52,4,91733.33333
LEXUS,2020,LC500,3,4,551415.3846
MASERATI,2020,LEVANTE,24,4,463983.5789
SUBARU,2020,LEVORG,1,4,173000
LEXUS,2020,LX570,19,4,616938.9804
BMW,2020,M135I,14,4,273178.7879
BMW,2020,M2,4,4,378125.0909
BMW,2020,M235I,1,4,249685.5714
BMW,2020,M340I,36,4,306859.2
BMW,2020,M4,3,4,414920.5714
BMW,2020,M5,5,4,625149.4
BMW,2020,M8,6,4,819294.1316
BMW,2020,M850I,1,4,659535
PORSCHE,2020,MACAN,214,4,399216.7917
RENAULT,2020,MEGANE,13,4,248250
FORD,2020,MUSTANG,60,4,292592.1875
MAZDA,2020,MX-5,10,4,185682.3111
PERODUA,2020,MYVI,64374,4,48976.85759
TOYOTA,2020,NOAH,5,4,158730.4348
LEXUS,2020,NX300,69,4,227459.7122
HONDA,2020,ODYSSEY,48,4,179622.1961
MITSUBISHI,2020,OUTLANDER,674,4,100012
PORSCHE,2020,PANAMERA,9,4,620673.4576
VOLKSWAGEN,2020,PASSAT,600,4,132456.9153
PROTON,2020,PERSONA,21413,4,38520.78195
VOLKSWAGEN,2020,POLO,443,4,44740.26316
FERRARI,2020,PORTOFINO,7,4,1644703.667
AUDI,2020,Q3,18,4,191828.5714
AUDI,2020,Q5,18,4,375923.6667
AUDI,2020,Q7,1,4,472578.9474
AUDI,2020,Q8,6,4,501222.1667
FORD,2020,RANGER,2177,4,131348.5882
LAND ROVER,2020,RANGER,1,4,131348.5882
TOYOTA,2020,RAV4,170,4,168800
FERRARI,2020,ROMA,1,4,1843000
AUDI,2020,RS3,4,4,341062.6667
AUDI,2020,RS5,1,4,599999
AUDI,2020,RS6,4,4,808249.5
AUDI,2020,RS7,5,4,805194
TOYOTA,2020,RUSH,2245,4,68346
LEXUS,2020,RX300,586,4,294444.8843
TOYOTA,2020,RX300,1,4,294444.8843
AUDI,2020,S3,1,4,398800
VOLVO,2020,S60,190,4,198541.3333
PROTON,2020,SAGA,45246,4,32798.31606
NISSAN,2020,SERENA,3979,4,102680.5143
MERCEDES BENZ,2020,SLC300,1,4,273422.2222
HYUNDAI,2020,SONATA,39,4,125425.1429
TOYOTA,2020,SUPRA,113,4,302701.7872
SUZUKI,2020,SWIFT,12,4,126821.0526
DAIHATSU,2020,TAFT,35,4,127147.0588
TOYOTA,2020,TANK,14,4,105685.7143
VOLKSWAGEN,2020,TIGUAN,1516,4,114764.1772
MITSUBISHI,2020,TRITON,4164,4,90619.38532
AUDI,2020,TT,2,4,325618.1154
LAMBORGHINI,2020,URUS,44,4,1613327.062
LEXUS,2020,UX200,1,4,210052
TOYOTA,2020,VELLFIRE,921,4,242581.9273
VOLKSWAGEN,2020,VENTO,260,4,38980.90909
FOTON,2020,VIEW,33,4,74150
TOYOTA,2020,VIOS,18150,4,67976.04795
MERCEDES BENZ,2020,VITO,1,4,362999.5
TOYOTA,2020,VOXY,78,4,151881.8205
ROLLS ROYCE,2020,WRAITH,1,4,2066353
JEEP,2020,WRANGLER,25,4,319104.92
NISSAN,2020,X-TRAIL,1465,4,88853.25455
BMW,2020,X1,622,4,158224.9894
BMW,2020,X2,2,4,262333.3333
BMW,2020,X3,389,4,227326.6923
BMW,2020,X4,427,4,287520.1186
BMW,2020,X5,436,4,292211.6176
GOLDEN DRAGON,2020,X5,5,4,292211.6176
PROTON,2020,X50,3559,4,83540.25806
BMW,2020,X6,14,4,720016.7959
BMW,2020,X7,8,4,417500
PROTON,2020,X70,16518,4,72447.31034
VOLVO,2020,XC40,394,4,170089.8696
VOLVO,2020,XC60,296,4,225750
VOLVO,2020,XC90,289,4,275405.8462
JAGUAR,2020,XE,6,4,276126
JAGUAR,2020,XF,8,4,255555
MITSUBISHI,2020,XPANDER,1186,4,77240
SUBARU,2020,XV,862,4,91327.82353
TOYOTA,2020,YARIS,12708,4,66344.55752
BMW,2020,Z4,16,4,301262.1364
MAZDA,2021,2,218,3,80860
BMW,2021,218I,1151,3,167463.828
MAZDA,2021,3,1044,3,130619
TESLA,2021,3,2,3,130619
PEUGEOT,2021,3008,543,3,113171.3846
BMW,2021,320I,984,3,201001.5586
BMW,2021,330E,29,3,209920
BMW,2021,330I,764,3,221803.75
BMW,2021,330LI,123,3,228908.9714
BMW,2021,420I,2,3,313163.6364
BMW,2021,430I,44,3,310072.7273
PEUGEOT,2021,5008,223,3,140872
BMW,2021,530E,144,3,252850.9592
BMW,2021,530I,257,3,284763.6364
MAZDA,2021,6,59,3,153418.2222
BMW,2021,630I,44,3,289600
PORSCHE,2021,718,13,3,562344.9091
MCLAREN,2021,720S,4,3,1796889
BMW,2021,740LE,98,3,368521.3137
MCLAREN,2021,765LT,6,3,2853333.333
BMW,2021,840I,4,3,598666
TOYOTA,2021,86,3,3,199010
PORSCHE,2021,911,50,3,1260541.772
MERCEDES BENZ,2021,A180,16,3,199475.6552
MERCEDES BENZ,2021,A200,1,3,176920.5238
MERCEDES BENZ,2021,A250,1,3,215754.7586
AUDI,2021,A7,2,3,450000
AUDI,2021,A8,1,3,499000
HONDA,2021,ACCORD,591,3,147660.3462
NISSAN,2021,ALMERA,4200,3,68724.54167
TOYOTA,2021,ALPHARD,3228,3,288610.1053
PERODUA,2021,ALZA,14228,3,54746.95238
VOLKSWAGEN,2021,ARTEON,244,3,196131.3158
PERODUA,2021,ARUZ,14688,3,62129.7069
PERODUA,2021,ATIVA,25857,3,64442.08824
TOYOTA,2021,AVANZA,1064,3,75150
LAMBORGHINI,2021,AVENTADOR,1,3,4380000
PERODUA,2021,AXIA,41605,3,34485.42991
BENTLEY,2021,BENTAYGA,20,3,1469082
PERODUA,2021,BEZZA,41756,3,42191.50909
HONDA,2021,BR-V,3744,3,73453.79167
SUBARU,2021,BRZ,9,3,192913.6275
TOYOTA,2021,C-HR,7,3,163841.6667
MERCEDES BENZ,2021,C200,2,3,245428
TOYOTA,2021,CAMRY,532,3,165948.36
KIA,2021,CARNIVAL,87,3,145059.6
PORSCHE,2021,CAYENNE,202,3,662760.0522
DODGE,2021,CHALLENGER,1,3,980000
HONDA,2021,CITY,18114,3,76603.27094
HONDA,2021,CIVIC,6290,3,221650.5976
MERCEDES BENZ,2021,CLA180,8,3,262060.9032
MERCEDES BENZ,2021,CLA200,1,3,262586.6182
MERCEDES BENZ,2021,CLA250,12,3,297733.8819
MERCEDES BENZ,2021,CLS350,1,3,360500
MINI,2021,CLUBMAN,2,3,236574.875
DAIHATSU,2021,COPEN,2,3,157500
HONDA,2021,CR-V,6805,3,132983.2568
TOYOTA,2021,CROWN,3,3,278641.1111
MAZDA,2021,CX-30,1073,3,123152.5
MAZDA,2021,CX-5,5990,3,133518.8611
MAZDA,2021,CX-8,1222,3,152654.4286
MAZDA,2021,CX-9,28,3,254000
LAND ROVER,2021,DEFENDER,68,3,486575.6402
MERCEDES BENZ,2021,E200,1,3,270310.9778
MERCEDES BENZ,2021,E300,5,3,387959.131
HYUNDAI,2021,ELANTRA,35,3,104622
PROTON,2021,EXORA,3625,3,48555.67568
JAGUAR,2021,F-TYPE,2,3,496666
TOYOTA,2021,FORTUNER,957,3,177492.3077
WESTSTAR MAXUS,2021,G10,102,3,106575
MASERATI,2021,GHIBLI,2,3,528888
ROLLS ROYCE,2021,GHOST,3,3,2909319.75
JEEP,2021,GLADIATOR,1,3,458888
MERCEDES BENZ,2021,GLC300,3,3,324500.3782
MERCEDES BENZ,2021,GLE400,1,3,562111.1111
MERCEDES BENZ,2021,GLE53,3,3,723517.6471
TOYOTA,2021,GR86,11,3,216556.3077
TOYOTA,2021,GRANACE,6,3,325518.5185
MCLAREN,2021,GT,3,3,1511560
NISSAN,2021,GT-R,3,3,778446.1538
GREAT WALL,2021,H1,23,3,29800
TOYOTA,2021,HARRIER,1558,3,202940.8309
TOYOTA,2021,HIACE,24,3,96600
TOYOTA,2021,HILUX,11107,3,109494.0263
HONDA,2021,HR-V,10598,3,96890.60274
LAMBORGHINI,2021,HURACAN,7,3,2167063.783
TOYOTA,2021,INNOVA,1307,3,109909
PROTON,2021,IRIZ,6161,3,39389.27586
LEXUS,2021,IS300,53,3,284059.3645
HONDA,2021,JAZZ,4009,3,72939.25
SUZUKI,2021,JIMNY,152,3,157098.2222
HYUNDAI,2021,KONA,107,3,86921.42857
MASERATI,2021,LEVANTE,16,3,574749.875
LEXUS,2021,LX570,1,3,642525.8667
BMW,2021,M135I,4,3,302120
BMW,2021,M3,14,3,584054.4681
BMW,2021,M340I,102,3,324926.3158
BMW,2021,M4,25,3,617793.6981
BMW,2021,M5,1,3,767477.0833
BMW,2021,M8,1,3,845000
PORSCHE,2021,MACAN,80,3,445063.5809
RENAULT,2021,MEGANE,1,3,270000
FORD,2021,MUSTANG,30,3,315989.6708
MAZDA,2021,MX-5,34,3,187820.3654
PERODUA,2021,MYVI,46029,3,49963.3038
NISSAN,2021,NAVARA,2834,3,105412.7379
LEXUS,2021,NX300,12,3,261683.7701
HONDA,2021,ODYSSEY,4,3,223598.5072
MITSUBISHI,2021,OUTLANDER,655,3,106767.5714
VOLKSWAGEN,2021,PASSAT,113,3,148807.48
PROTON,2021,PERSONA,14309,3,41083.7
AUDI,2021,Q3,22,3,198533.3333
AUDI,2021,Q8,3,3,556042.5532
FORD,2021,RANGER,2699,3,116710.4603
LAND ROVER,2021,RANGER,1,3,116710.4603
LEXUS,2021,RC300,1,3,294015.3846
FERRARI,2021,ROMA,5,3,1550482.314
TOYOTA,2021,ROOMY,5,3,122934.5882
AUDI,2021,RS6,2,3,875392.3158
TOYOTA,2021,RUSH,2110,3,78546.6
LEXUS,2021,RX300,256,3,312624.5231
VOLVO,2021,S60,180,3,217630.6207
HONDA,2021,S660,1,3,191481.3333
VOLVO,2021,S90,51,3,229380
PROTON,2021,SAGA,36371,3,34446.21642
NISSAN,2021,SERENA,2288,3,110645.8125
SUZUKI,2021,SWIFT,23,3,134822.7273
DAIHATSU,2021,TAFT,39,3,111154.5217
VOLKSWAGEN,2021,TIGUAN,1190,3,136158.6216
MITSUBISHI,2021,TRITON,6531,3,106610.0862
AUDI,2021,TT,1,3,249666.6667
AUDI,2021,TTRS,2,3,423972
LAMBORGHINI,2021,URUS,26,3,1820068.583
TOYOTA,2021,VELLFIRE,214,3,251998.6324
FOTON,2021,VIEW,13,3,44866.66667
TOYOTA,2021,VIOS,20791,3,74042.6875
TOYOTA,2021,VOXY,6,3,164080.7778
JEEP,2021,WRANGLER,4,3,365597.2759
NISSAN,2021,X-TRAIL,1259,3,97404
BMW,2021,X1,956,3,183446.85
BMW,2021,X3,456,3,248592.5926
BMW,2021,X4,576,3,286711.4118
BMW,2021,X5,535,3,335618.7419
PROTON,2021,X50,26460,3,85888.44186
BMW,2021,X6,16,3,862120.6957
BMW,2021,X7,43,3,435307.6923
PROTON,2021,X70,12966,3,79730.25974
VOLVO,2021,XC40,548,3,177290.4468
VOLVO,2021,XC60,491,3,243653.9756
