BUATAN,NAMA_MODEL_YANG_SEBENAR,TAHUN_DIBUAT,KUMPULAN_PENDAPATAN,Count(NO_IR)
MITSUBISHI,ASX,2017,P7,92
MITSUBISHI,ASX,2018,P7,52
MITSUBISHI,ASX,2019,P7,33
MITSUBISHI,ASX,2020,P7,17
MITSUBISHI,ATTRAGE,2013,P7,199
MITSUBISHI,ATTRAGE,2014,P7,88
MITSUBISHI,ATTRAGE,2015,P7,46
MITSUBISHI,ATTRAGE,2016,P7,43
MITSUBISHI,COLT,2004,P7,1
MITSUBISHI,COLT,2005,P7,6
MITSUBISHI,COLT,2007,P7,1
MITSUBISHI,DELICA,1991,P7,16
MITSUBISHI,FTO,1995,P7,3
MITSUBISHI,GRANDIS,2004,P7,12
MITSUBISHI,GRANDIS,2005,P7,15
MITSUBISHI,GRANDIS,2008,P7,63
MITSUBISHI,GRANDIS,2009,P7,37
MITSUBISHI,GRANDIS,2010,P7,67
MITSUBISHI,GRANDIS,2011,P7,27
MITSUBISHI,L200,2006,P7,51
MITSUBISHI,LANCER,2000,P7,5
MITSUBISHI,LANCER,2003,P7,8
MITSUBISHI,LANCER,2005,P7,59
MITSUBISHI,LANCER,2006,P7,4
MITSUBISHI,LANCER,2007,P7,50
MITSUBISHI,LANCER,2008,P7,87
MITSUBISHI,LANCER,2009,P7,122
MITSUBISHI,LANCER,2010,P7,119
MITSUBISHI,LANCER,2011,P7,61
MITSUBISHI,LANCER,2012,P7,32
MITSUBISHI,LANCER,2013,P7,11
MITSUBISHI,LANCER,2014,P7,60
MITSUBISHI,LANCER,2015,P7,40
MITSUBISHI,LANCER,2016,P7,11
MITSUBISHI,MIRAGE,2012,P7,133
MITSUBISHI,MIRAGE,2013,P7,219
MITSUBISHI,MIRAGE,2014,P7,51
MITSUBISHI,MIRAGE,2015,P7,56
MITSUBISHI,OUTLANDER,2005,P7,10
MITSUBISHI,OUTLANDER,2006,P7,1
MITSUBISHI,OUTLANDER,2016,P7,78
MITSUBISHI,OUTLANDER,2017,P7,37
MITSUBISHI,OUTLANDER,2018,P7,207
MITSUBISHI,OUTLANDER,2019,P7,155
MITSUBISHI,OUTLANDER,2020,P7,66
MITSUBISHI,OUTLANDER,2021,P7,58
MITSUBISHI,PAJERO,1994,P7,52
MITSUBISHI,PAJERO,1995,P7,36
MITSUBISHI,PAJERO,1996,P7,111
MITSUBISHI,PAJERO,1998,P7,12
MITSUBISHI,PAJERO,1999,P7,17
MITSUBISHI,PAJERO,2000,P7,35
MITSUBISHI,PAJERO,2003,P7,6
MITSUBISHI,PAJERO,2010,P7,2
MITSUBISHI,STORM,2001,P7,1
MITSUBISHI,STORM,2002,P7,2
MITSUBISHI,STORM,2004,P7,4
MITSUBISHI,TRITON,2007,P7,44
MITSUBISHI,TRITON,2008,P7,46
MITSUBISHI,TRITON,2009,P7,52
MITSUBISHI,TRITON,2010,P7,21
MITSUBISHI,TRITON,2014,P7,1
MITSUBISHI,TRITON,2015,P7,435
MITSUBISHI,TRITON,2016,P7,253
MITSUBISHI,TRITON,2017,P7,284
MITSUBISHI,TRITON,2018,P7,390
MITSUBISHI,TRITON,2019,P7,422
MITSUBISHI,TRITON,2020,P7,412
MITSUBISHI,TRITON,2021,P7,631
MITSUBISHI,TRITON,2022,P7,668
MITSUBISHI,TRITON,2023,P7,451
MITSUBISHI,XPANDER,2020,P7,117
MITSUBISHI,XPANDER,2021,P7,993
MITSUBISHI,XPANDER,2022,P7,1755
MITSUBISHI,XPANDER,2023,P7,1284
MITSUOKA MOTOR CO. LTD. JAPAN,HARRIER,2005,P7,3
NAZA,CITRA,2005,P7,454
NAZA,CITRA,2006,P7,884
NAZA,CITRA,2007,P7,391
NAZA,CITRA,2008,P7,278
NAZA,CITRA,2009,P7,282
NAZA,CITRA,2010,P7,138
NAZA,CITRA,2011,P7,182
NAZA,CITRA,2012,P7,30
NAZA,FORTE,2009,P7,21
NAZA,FORTE,2010,P7,716
NAZA,FORTE,2011,P7,860
NAZA,FORTE,2012,P7,474
NAZA,FORTE,2013,P7,249
NAZA,PICANTO,2006,P7,1
NAZA,PICANTO,2010,P7,53
NAZA,RIA,2003,P7,93
NAZA,RIA,2005,P7,325
NAZA,RIA,2006,P7,127
NAZA,RIA,2007,P7,17
NAZA,RIA,2008,P7,32
NAZA,RIA,2009,P7,52
NAZA,RIA,2010,P7,7
NAZA,SORENTO,2006,P7,72
NAZA,SORENTO,2007,P7,9
NAZA,SURIA,2007,P7,210
NAZA,SURIA,2009,P7,33
NISSAN,370Z,2011,P7,1
NISSAN,ALMERA,2012,P7,417
NISSAN,ALMERA,2013,P7,2237
NISSAN,ALMERA,2014,P7,1821
NISSAN,ALMERA,2015,P7,1720
NISSAN,ALMERA,2016,P7,1289
NISSAN,ALMERA,2017,P7,666
NISSAN,ALMERA,2018,P7,484
NISSAN,ALMERA,2019,P7,425
NISSAN,ALMERA,2020,P7,211
NISSAN,ALMERA,2021,P7,410
NISSAN,ALMERA,2022,P7,307
NISSAN,ALMERA,2023,P7,129
NISSAN,CEFIRO,1991,P7,9
NISSAN,CEFIRO,1997,P7,45
NISSAN,CEFIRO,1999,P7,17
NISSAN,CEFIRO,2000,P7,65
NISSAN,CEFIRO,2001,P7,42
NISSAN,CEFIRO,2002,P7,70
NISSAN,CEFIRO,2003,P7,24
NISSAN,CEFIRO,2004,P7,15
NISSAN,CEFIRO,2005,P7,17
NISSAN,CEFIRO,2007,P7,6
NISSAN,CUBE,2017,P7,1
NISSAN,ELGRAND,2006,P7,3
NISSAN,ELGRAND,2010,P7,2
NISSAN,ELGRAND,2011,P7,5
NISSAN,ELGRAND,2012,P7,2
NISSAN,ELGRAND,2013,P7,3
NISSAN,ELGRAND,2014,P7,2
NISSAN,ELGRAND,2016,P7,1
NISSAN,ELGRAND,2017,P7,2
NISSAN,ELGRAND,2018,P7,7
NISSAN,ELGRAND,2019,P7,2
NISSAN,FRONTIER,2005,P7,210
NISSAN,FRONTIER,2006,P7,82
NISSAN,FRONTIER,2007,P7,88
NISSAN,FRONTIER,2008,P7,65
NISSAN,FRONTIER,2009,P7,50
NISSAN,FRONTIER,2010,P7,32
NISSAN,FRONTIER,2011,P7,15
NISSAN,FRONTIER,2012,P7,16
NISSAN,FRONTIER,2013,P7,7
NISSAN,GT-R,2008,P7,11
NISSAN,GT-R,2009,P7,12
NISSAN,GT-R,2011,P7,5
NISSAN,GT-R,2012,P7,2
NISSAN,GT-R,2013,P7,1
NISSAN,GT-R,2014,P7,1
NISSAN,GT-R,2016,P7,4
NISSAN,GT-R,2017,P7,8
NISSAN,GT-R,2018,P7,3
NISSAN,GT-R,2021,P7,1
NISSAN,JUKE,2011,P7,2
NISSAN,JUKE,2012,P7,3
NISSAN,JUKE,2013,P7,6
NISSAN,LATIO,2007,P7,234
NISSAN,LATIO,2008,P7,223
NISSAN,LATIO,2009,P7,140
NISSAN,LATIO,2010,P7,81
NISSAN,LATIO,2011,P7,42
NISSAN,LATIO,2012,P7,26
NISSAN,LATIO,2013,P7,8
NISSAN,LATIO,2014,P7,13
NISSAN,MARCH,2004,P7,2
NISSAN,MURANO,2005,P7,40
NISSAN,MURANO,2006,P7,15
NISSAN,MURANO,2008,P7,11
NISSAN,MURANO,2009,P7,5
NISSAN,MURANO,2010,P7,11
NISSAN,MURANO,2012,P7,1
NISSAN,NAVARA,2009,P7,81
NISSAN,NAVARA,2010,P7,227
NISSAN,NAVARA,2011,P7,164
NISSAN,NAVARA,2012,P7,265
NISSAN,NAVARA,2013,P7,206
NISSAN,NAVARA,2014,P7,204
NISSAN,NAVARA,2015,P7,211
NISSAN,NAVARA,2018,P7,199
NISSAN,NAVARA,2019,P7,157
NISSAN,NAVARA,2021,P7,244
NISSAN,NAVARA,2022,P7,209
NISSAN,NAVARA,2023,P7,92
NISSAN,SENTRA,1996,P7,81
NISSAN,SENTRA,1998,P7,15
NISSAN,SENTRA,2000,P7,70
NISSAN,SENTRA,2001,P7,245
NISSAN,SENTRA,2002,P7,111
NISSAN,SENTRA,2003,P7,186
NISSAN,SENTRA,2004,P7,256
NISSAN,SENTRA,2005,P7,460
NISSAN,SENTRA,2006,P7,377
NISSAN,SENTRA,2007,P7,153
NISSAN,SENTRA,2008,P7,107
NISSAN,SENTRA,2010,P7,77
NISSAN,SENTRA,2011,P7,50
NISSAN,SENTRA,2012,P7,32
NISSAN,SENTRA,2013,P7,1
NISSAN,SERENA,1997,P7,79
NISSAN,SERENA,1999,P7,46
NISSAN,SERENA,2001,P7,53
NISSAN,SERENA,2002,P7,32
NISSAN,SERENA,2005,P7,69
NISSAN,SERENA,2007,P7,16
NISSAN,SERENA,2008,P7,23
NISSAN,SERENA,2009,P7,21
NISSAN,SERENA,2010,P7,34
NISSAN,SERENA,2011,P7,25
NISSAN,SERENA,2012,P7,29
NISSAN,SERENA,2013,P7,36
NISSAN,SERENA,2014,P7,1
NISSAN,SERENA,2016,P7,1
NISSAN,SERENA,2017,P7,1
NISSAN,SERENA,2018,P7,381
NISSAN,SERENA,2019,P7,480
NISSAN,SERENA,2020,P7,388
NISSAN,SERENA,2021,P7,202
NISSAN,SERENA,2022,P7,255
NISSAN,SERENA,2023,P7,293
NISSAN,SKYLINE,2001,P7,6
NISSAN,SUNNY,1995,P7,69
NISSAN,SYLPHY,2008,P7,139
NISSAN,SYLPHY,2009,P7,156
NISSAN,SYLPHY,2010,P7,291
NISSAN,SYLPHY,2011,P7,180
NISSAN,SYLPHY,2012,P7,159
NISSAN,SYLPHY,2013,P7,49
NISSAN,SYLPHY,2014,P7,164
NISSAN,SYLPHY,2015,P7,6
NISSAN,TEANA,2010,P7,57
NISSAN,TEANA,2011,P7,329
NISSAN,TEANA,2012,P7,217
NISSAN,TEANA,2013,P7,128
NISSAN,TEANA,2014,P7,155
NISSAN,TEANA,2015,P7,131
NISSAN,TEANA,2016,P7,69
NISSAN,TEANA,2017,P7,15
NISSAN,TEANA,2018,P7,35
NISSAN,TEANA,2019,P7,3
NISSAN,TERRANO,1999,P7,9
NISSAN,URVAN,2008,P7,11
NISSAN,URVAN,2009,P7,15
NISSAN,URVAN,2010,P7,25
NISSAN,URVAN,2011,P7,34
NISSAN,URVAN,2012,P7,41
NISSAN,URVAN,2013,P7,46
NISSAN,URVAN,2014,P7,15
NISSAN,VANETTE,1989,P7,53
NISSAN,VANETTE,1990,P7,83
NISSAN,VANETTE,1995,P7,153
NISSAN,VANETTE,1997,P7,353
NISSAN,VANETTE,1999,P7,145
NISSAN,VANETTE,2000,P7,196
NISSAN,VANETTE,2001,P7,151
NISSAN,VANETTE,2002,P7,203
NISSAN,VANETTE,2003,P7,191
NISSAN,VANETTE,2004,P7,171
NISSAN,VANETTE,2005,P7,145
NISSAN,VANETTE,2006,P7,146
NISSAN,VANETTE,2007,P7,86
NISSAN,VANETTE,2008,P7,74
NISSAN,VANETTE,2009,P7,72
NISSAN,VANETTE,2010,P7,51
NISSAN,X-TRAIL,2003,P7,131
NISSAN,X-TRAIL,2004,P7,197
NISSAN,X-TRAIL,2005,P7,203
NISSAN,X-TRAIL,2006,P7,105
NISSAN,X-TRAIL,2007,P7,83
NISSAN,X-TRAIL,2008,P7,85
NISSAN,X-TRAIL,2009,P7,54
NISSAN,X-TRAIL,2010,P7,76
NISSAN,X-TRAIL,2011,P7,34
NISSAN,X-TRAIL,2012,P7,32
NISSAN,X-TRAIL,2013,P7,31
NISSAN,X-TRAIL,2014,P7,2
NISSAN,X-TRAIL,2015,P7,609
NISSAN,X-TRAIL,2016,P7,609
NISSAN,X-TRAIL,2017,P7,472
NISSAN,X-TRAIL,2018,P7,391
NISSAN,X-TRAIL,2019,P7,346
NISSAN,X-TRAIL,2020,P7,123
NISSAN,X-TRAIL,2021,P7,122
NISSAN,X-TRAIL,2022,P7,101
NISSAN,X-TRAIL,2023,P7,61
OPEL,ZAFIRA,2001,P7,7
PERODUA,ALZA,2009,P7,213
PERODUA,ALZA,2010,P7,2847
PERODUA,ALZA,2011,P7,2558
PERODUA,ALZA,2012,P7,3127
PERODUA,ALZA,2013,P7,3541
PERODUA,ALZA,2014,P7,4649
PERODUA,ALZA,2015,P7,3170
PERODUA,ALZA,2016,P7,2842
PERODUA,ALZA,2017,P7,2360
PERODUA,ALZA,2018,P7,2066
PERODUA,ALZA,2019,P7,1232
PERODUA,ALZA,2020,P7,1303
PERODUA,ALZA,2021,P7,1085
PERODUA,ALZA,2022,P7,2249
PERODUA,ALZA,2023,P7,3509
PERODUA,ARUZ,2019,P7,3040
PERODUA,ARUZ,2020,P7,2375
PERODUA,ARUZ,2021,P7,1732
PERODUA,ARUZ,2022,P7,2053
PERODUA,ARUZ,2023,P7,1556
PERODUA,ATIVA,2021,P7,2199
PERODUA,ATIVA,2022,P7,2654
PERODUA,ATIVA,2023,P7,2508
PERODUA,AXIA,2014,P7,1779
PERODUA,AXIA,2015,P7,6874
PERODUA,AXIA,2016,P7,6237
PERODUA,AXIA,2017,P7,4767
PERODUA,AXIA,2018,P7,4958
PERODUA,AXIA,2019,P7,4482
PERODUA,AXIA,2020,P7,4007
PERODUA,AXIA,2021,P7,2850
PERODUA,AXIA,2022,P7,3832
PERODUA,AXIA,2023,P7,4166
PERODUA,BEZZA,2016,P7,2401
PERODUA,BEZZA,2017,P7,3505
PERODUA,BEZZA,2018,P7,3347
PERODUA,BEZZA,2019,P7,2769
PERODUA,BEZZA,2020,P7,3387
PERODUA,BEZZA,2021,P7,2095
PERODUA,BEZZA,2022,P7,3224
PERODUA,BEZZA,2023,P7,3943
PERODUA,KANCIL,1994,P7,286
PERODUA,KANCIL,1995,P7,1196
PERODUA,KANCIL,1997,P7,2333
PERODUA,KANCIL,1998,P7,710
PERODUA,KANCIL,1999,P7,1335
PERODUA,KANCIL,2000,P7,3102
PERODUA,KANCIL,2001,P7,3280
PERODUA,KANCIL,2002,P7,2831
PERODUA,KANCIL,2003,P7,2738
PERODUA,KANCIL,2004,P7,2677
PERODUA,KANCIL,2005,P7,2702
PERODUA,KANCIL,2006,P7,1885
PERODUA,KANCIL,2007,P7,842
PERODUA,KELISA,2001,P7,827
PERODUA,KELISA,2002,P7,2261
PERODUA,KELISA,2003,P7,2030
PERODUA,KELISA,2004,P7,2000
PERODUA,KELISA,2005,P7,1802
PERODUA,KELISA,2006,P7,1559
PERODUA,KELISA,2007,P7,406
PERODUA,KEMBARA,1999,P7,450
PERODUA,KEMBARA,2000,P7,398
PERODUA,KEMBARA,2001,P7,503
PERODUA,KEMBARA,2002,P7,452
PERODUA,KEMBARA,2003,P7,486
PERODUA,KEMBARA,2005,P7,188
PERODUA,KEMBARA,2007,P7,20
PERODUA,KENARI,2000,P7,428
PERODUA,KENARI,2001,P7,471
PERODUA,KENARI,2002,P7,851
PERODUA,KENARI,2003,P7,1245
PERODUA,KENARI,2004,P7,1630
PERODUA,KENARI,2005,P7,1180
PERODUA,KENARI,2006,P7,848
PERODUA,KENARI,2007,P7,318
PERODUA,KENARI,2008,P7,263
PERODUA,KENARI,2009,P7,129
PERODUA,MYVI,2005,P7,2006
PERODUA,MYVI,2006,P7,4895
PERODUA,MYVI,2007,P7,5117
PERODUA,MYVI,2008,P7,5562
PERODUA,MYVI,2009,P7,5657
PERODUA,MYVI,2010,P7,5271
PERODUA,MYVI,2011,P7,5537
PERODUA,MYVI,2012,P7,6121
PERODUA,MYVI,2013,P7,6907
PERODUA,MYVI,2014,P7,5866
PERODUA,MYVI,2015,P7,5225
PERODUA,MYVI,2016,P7,3336
PERODUA,MYVI,2017,P7,3736
PERODUA,MYVI,2018,P7,5917
PERODUA,MYVI,2019,P7,5281
PERODUA,MYVI,2020,P7,3991
PERODUA,MYVI,2021,P7,2518
PERODUA,MYVI,2022,P7,3701
PERODUA,MYVI,2023,P7,3030
PERODUA,RUSA,1996,P7,169
PERODUA,RUSA,1997,P7,149
PERODUA,RUSA,2006,P7,9
PERODUA,VIVA,2007,P7,2954
PERODUA,VIVA,2008,P7,3653
PERODUA,VIVA,2009,P7,3711
PERODUA,VIVA,2010,P7,4171
PERODUA,VIVA,2011,P7,3517
PERODUA,VIVA,2012,P7,3513
PERODUA,VIVA,2013,P7,3213
PERODUA,VIVA,2014,P7,1786
PERODUA,WIRA,1999,P7,2
PERODUA,WIRA,2000,P7,1
PERODUA,WIRA,2001,P7,1
PEUGEOT,2008,2014,P7,30
PEUGEOT,2008,2015,P7,11
PEUGEOT,2008,2016,P7,17
PEUGEOT,2008,2022,P7,92
PEUGEOT,2008,2023,P7,20
PEUGEOT,207,2010,P7,3
PEUGEOT,207,2011,P7,67
PEUGEOT,207,2012,P7,75
PEUGEOT,207,2013,P7,10
PEUGEOT,208,2013,P7,95
PEUGEOT,208,2014,P7,166
PEUGEOT,208,2015,P7,69
PEUGEOT,208,2016,P7,11
PEUGEOT,3008,2011,P7,50
PEUGEOT,3008,2012,P7,42
PEUGEOT,3008,2013,P7,49
PEUGEOT,3008,2014,P7,34
PEUGEOT,3008,2015,P7,14
PEUGEOT,3008,2016,P7,13
PEUGEOT,3008,2017,P7,17
PEUGEOT,3008,2018,P7,106
PEUGEOT,3008,2019,P7,74
PEUGEOT,3008,2020,P7,39
PEUGEOT,3008,2021,P7,42
PEUGEOT,3008,2022,P7,81
PEUGEOT,3008,2023,P7,49
PEUGEOT,306,1996,P7,1
PEUGEOT,308,2011,P7,101
PEUGEOT,308,2012,P7,62
PEUGEOT,308,2013,P7,31
PEUGEOT,308,2014,P7,9
PEUGEOT,308,2015,P7,23
PEUGEOT,308,2016,P7,18
PEUGEOT,308,2017,P7,6
PEUGEOT,407,2006,P7,2
PEUGEOT,407,2009,P7,25
PEUGEOT,407,2010,P7,32
PEUGEOT,407,2011,P7,5
PEUGEOT,408,2012,P7,54
PEUGEOT,408,2013,P7,84
PEUGEOT,408,2014,P7,69
PEUGEOT,408,2015,P7,10
PEUGEOT,408,2016,P7,70
PEUGEOT,408,2017,P7,9
PEUGEOT,5008,2011,P7,30
PEUGEOT,5008,2018,P7,13
PEUGEOT,5008,2019,P7,15
PEUGEOT,5008,2020,P7,31
PEUGEOT,5008,2021,P7,16
PEUGEOT,5008,2022,P7,14
PEUGEOT,508,2011,P7,8
PEUGEOT,508,2012,P7,61
PEUGEOT,508,2013,P7,86
PEUGEOT,508,2014,P7,45
PEUGEOT,508,2015,P7,15
PEUGEOT,LANDTREK,2023,P7,3
PEUGEOT,RCZ,2011,P7,13
PEUGEOT,RCZ,2012,P7,11
PEUGEOT,TRAVELLER,2017,P7,2
PORSCHE,718,2016,P7,3
PORSCHE,718,2017,P7,14
PORSCHE,718,2018,P7,25
PORSCHE,718,2019,P7,9
PORSCHE,718,2020,P7,1
PORSCHE,911,1995,P7,3
PORSCHE,911,1996,P7,2
PORSCHE,911,2003,P7,2
PORSCHE,911,2005,P7,3
PORSCHE,911,2006,P7,6
PORSCHE,911,2007,P7,3
PORSCHE,911,2008,P7,5
PORSCHE,911,2009,P7,11
PORSCHE,911,2011,P7,1
PORSCHE,911,2012,P7,5
PORSCHE,911,2013,P7,8
PORSCHE,911,2014,P7,3
PORSCHE,911,2015,P7,2
PORSCHE,911,2016,P7,2
PORSCHE,911,2017,P7,1
PORSCHE,911,2018,P7,5
PORSCHE,911,2019,P7,3
PORSCHE,911,2020,P7,4
PORSCHE,911,2022,P7,1
PORSCHE,911,2023,P7,1
PORSCHE,BOXSTER,1997,P7,3
PORSCHE,BOXSTER,2005,P7,1
PORSCHE,BOXSTER,2010,P7,2
PORSCHE,BOXSTER,2012,P7,1
PORSCHE,BOXSTER,2013,P7,3
PORSCHE,BOXSTER,2015,P7,1
PORSCHE,CAYENNE,2004,P7,2
PORSCHE,CAYENNE,2005,P7,11
PORSCHE,CAYENNE,2007,P7,25
PORSCHE,CAYENNE,2008,P7,20
PORSCHE,CAYENNE,2009,P7,4
PORSCHE,CAYENNE,2010,P7,9
PORSCHE,CAYENNE,2011,P7,23
PORSCHE,CAYENNE,2012,P7,23
PORSCHE,CAYENNE,2013,P7,6
PORSCHE,CAYENNE,2014,P7,9
PORSCHE,CAYENNE,2015,P7,4
PORSCHE,CAYENNE,2018,P7,6
PORSCHE,CAYENNE,2019,P7,6
PORSCHE,CAYENNE,2020,P7,4
PORSCHE,CAYENNE,2021,P7,3
PORSCHE,CAYENNE,2022,P7,16
PORSCHE,CAYENNE,2023,P7,21
PORSCHE,CAYMAN,2006,P7,4
PORSCHE,CAYMAN,2007,P7,6
PORSCHE,CAYMAN,2008,P7,5
PORSCHE,CAYMAN,2009,P7,7
PORSCHE,CAYMAN,2010,P7,1
PORSCHE,CAYMAN,2011,P7,2
PORSCHE,CAYMAN,2013,P7,2
PORSCHE,CAYMAN,2014,P7,6
PORSCHE,CAYMAN,2015,P7,2
PORSCHE,CAYMAN,2016,P7,4
PORSCHE,CAYMAN,2018,P7,1
PORSCHE,MACAN,2014,P7,17
PORSCHE,MACAN,2015,P7,39
PORSCHE,MACAN,2016,P7,22
PORSCHE,MACAN,2017,P7,18
PORSCHE,MACAN,2018,P7,13
PORSCHE,MACAN,2019,P7,20
PORSCHE,MACAN,2020,P7,10
PORSCHE,MACAN,2021,P7,5
PORSCHE,MACAN,2022,P7,2
PORSCHE,PANAMERA,2009,P7,4
PORSCHE,PANAMERA,2010,P7,8
PORSCHE,PANAMERA,2011,P7,5
PORSCHE,PANAMERA,2012,P7,8
PORSCHE,PANAMERA,2013,P7,2
PORSCHE,PANAMERA,2014,P7,1
PORSCHE,PANAMERA,2016,P7,1
PORSCHE,PANAMERA,2017,P7,6
PORSCHE,PANAMERA,2019,P7,1
PROTON,ARENA,2003,P7,115
PROTON,ARENA,2005,P7,13
PROTON,ARENA,2006,P7,17
PROTON,ARENA,2007,P7,5
PROTON,ARENA,2010,P7,15
PROTON,ERTIGA,2016,P7,52
PROTON,ERTIGA,2017,P7,659
PROTON,ERTIGA,2018,P7,469
PROTON,ERTIGA,2019,P7,17
PROTON,EXORA,2009,P7,1387
PROTON,EXORA,2010,P7,1738
PROTON,EXORA,2011,P7,1447
PROTON,EXORA,2012,P7,1997
PROTON,EXORA,2013,P7,1870
PROTON,EXORA,2014,P7,1173
PROTON,EXORA,2015,P7,1240
PROTON,EXORA,2016,P7,511
PROTON,EXORA,2017,P7,529
PROTON,EXORA,2018,P7,394
PROTON,EXORA,2019,P7,549
PROTON,EXORA,2020,P7,616
PROTON,EXORA,2021,P7,375
PROTON,EXORA,2022,P7,444
PROTON,EXORA,2023,P7,300
PROTON,GEN-2,2004,P7,1
PROTON,GEN2,2006,P7,256
PROTON,INSPIRA,2010,P7,169
PROTON,INSPIRA,2011,P7,720
PROTON,INSPIRA,2012,P7,299
PROTON,INSPIRA,2013,P7,183
PROTON,INSPIRA,2014,P7,50
PROTON,INSPIRA,2015,P7,60
PROTON,IRIZ,2014,P7,542
PROTON,IRIZ,2015,P7,1912
PROTON,IRIZ,2016,P7,745
PROTON,IRIZ,2017,P7,248
PROTON,IRIZ,2018,P7,182
PROTON,IRIZ,2019,P7,402
PROTON,IRIZ,2020,P7,459
PROTON,IRIZ,2021,P7,333
PROTON,IRIZ,2022,P7,272
PROTON,IRIZ,2023,P7,374
PROTON,ISWARA,2002,P7,1334
PROTON,ISWARA,2004,P7,1663
PROTON,ISWARA,2005,P7,800
PROTON,ISWARA,2007,P7,1845
PROTON,JUARA,2001,P7,97
PROTON,KANCIL,1994,P7,4
PROTON,KANCIL,1995,P7,8
PROTON,KANCIL,1997,P7,10
PROTON,KANCIL,1998,P7,3
PROTON,KANCIL,1999,P7,3
PROTON,KANCIL,2000,P7,10
PROTON,KANCIL,2001,P7,8
PROTON,KEMBARA,1999,P7,2
PROTON,KEMBARA,2001,P7,1
PROTON,KENARI,2000,P7,1
PROTON,KENARI,2001,P7,1
PROTON,PERDANA,1997,P7,138
PROTON,PERDANA,1999,P7,82
PROTON,PERDANA,2000,P7,222
PROTON,PERDANA,2001,P7,201
PROTON,PERDANA,2002,P7,119
PROTON,PERDANA,2003,P7,154
PROTON,PERDANA,2004,P7,131
PROTON,PERDANA,2006,P7,80
PROTON,PERDANA,2007,P7,90
PROTON,PERDANA,2008,P7,98
PROTON,PERDANA,2014,P7,126
PROTON,PERDANA,2015,P7,81
PROTON,PERDANA,2016,P7,108
PROTON,PERDANA,2017,P7,45
PROTON,PERDANA,2018,P7,23
PROTON,PERDANA,2019,P7,11
PROTON,PERSONA,2007,P7,1014
PROTON,PERSONA,2008,P7,2300
PROTON,PERSONA,2009,P7,2224
PROTON,PERSONA,2010,P7,2637
PROTON,PERSONA,2011,P7,2559
PROTON,PERSONA,2012,P7,1589
PROTON,PERSONA,2013,P7,979
PROTON,PERSONA,2014,P7,1253
PROTON,PERSONA,2015,P7,297
PROTON,PERSONA,2016,P7,1023
PROTON,PERSONA,2017,P7,1356
PROTON,PERSONA,2018,P7,1204
PROTON,PERSONA,2019,P7,1383
PROTON,PERSONA,2020,P7,1537
PROTON,PERSONA,2021,P7,915
PROTON,PERSONA,2022,P7,857
PROTON,PERSONA,2023,P7,1203
PROTON,PREVE,2012,P7,1518
PROTON,PREVE,2013,P7,1187
PROTON,PREVE,2014,P7,756
PROTON,PREVE,2015,P7,763
PROTON,PREVE,2016,P7,163
PROTON,PREVE,2017,P7,101
PROTON,PREVE,2018,P7,40
PROTON,PREVE,2019,P7,5
PROTON,PUTRA,2001,P7,10
PROTON,RUSA,1996,P7,1
PROTON,SAGA,1992,P7,1318
PROTON,SAGA,2008,P7,3716
PROTON,SAGA,2009,P7,3462
PROTON,SAGA,2010,P7,3519
PROTON,SAGA,2011,P7,3999
PROTON,SAGA,2012,P7,3453
PROTON,SAGA,2013,P7,3809
PROTON,SAGA,2014,P7,3275
PROTON,SAGA,2015,P7,2085
PROTON,SAGA,2016,P7,1742
PROTON,SAGA,2017,P7,1609
PROTON,SAGA,2018,P7,1520
PROTON,SAGA,2019,P7,1964
PROTON,SAGA,2020,P7,2572
PROTON,SAGA,2021,P7,1762
PROTON,SAGA,2022,P7,2366
PROTON,SAGA,2023,P7,2581
PROTON,SATRIA,1995,P7,126
PROTON,SATRIA,1996,P7,407
PROTON,SATRIA,1997,P7,396
PROTON,SATRIA,2000,P7,264
PROTON,SATRIA,2002,P7,204
PROTON,SATRIA,2004,P7,60
PROTON,SATRIA,2006,P7,285
PROTON,SATRIA,2007,P7,120
PROTON,SATRIA,2008,P7,154
PROTON,SATRIA,2009,P7,203
PROTON,SATRIA,2010,P7,242
PROTON,SATRIA,2011,P7,148
PROTON,SAVVY,2005,P7,250
PROTON,TIARA,1996,P7,11
PROTON,VANETTE,1997,P7,1
PROTON,WAJA,2000,P7,424
PROTON,WAJA,2001,P7,2176
PROTON,WAJA,2002,P7,2440
PROTON,WAJA,2003,P7,1730
PROTON,WAJA,2004,P7,1437
PROTON,WAJA,2005,P7,1775
PROTON,WAJA,2006,P7,867
PROTON,WAJA,2007,P7,421
PROTON,WAJA,2008,P7,312
PROTON,WAJA,2009,P7,132
PROTON,WAJA,2010,P7,132
PROTON,WAJA,2011,P7,70
PROTON,WIRA,1994,P7,1484
PROTON,WIRA,1995,P7,1461
PROTON,WIRA,1996,P7,1908
PROTON,WIRA,1997,P7,2064
PROTON,WIRA,1998,P7,730
PROTON,WIRA,1999,P7,2142
PROTON,WIRA,2000,P7,2904
PROTON,WIRA,2001,P7,3385
PROTON,WIRA,2002,P7,3728
PROTON,WIRA,2003,P7,1816
PROTON,WIRA,2004,P7,1857
PROTON,WIRA,2005,P7,2192
PROTON,WIRA,2006,P7,1106
PROTON,WIRA,2007,P7,659
PROTON,X50,2020,P7,201
PROTON,X50,2021,P7,2602
PROTON,X50,2022,P7,3865
PROTON,X50,2023,P7,2181
PROTON,X70,2018,P7,140
