BUATAN,NAMA_MODEL_YANG_SEBENAR,TAHUN_DIBUAT,KUMPULAN_PENDAPATAN,Count(NO_IR)
PROTON,EXORA,2016,P3,320
PROTON,EXORA,2017,P3,293
PROTON,EXORA,2018,P3,194
PROTON,EXORA,2019,P3,320
PROTON,EXORA,2020,P3,374
PROTON,EXORA,2021,P3,306
PROTON,EXORA,2022,P3,431
PROTON,EXORA,2023,P3,324
PROTON,GEN-2,2004,P3,3
PROTON,GEN-2,2005,P3,1
PROTON,GEN2,2006,P3,284
PROTON,INSPIRA,2010,P3,130
PROTON,INSPIRA,2011,P3,768
PROTON,INSPIRA,2012,P3,248
PROTON,INSPIRA,2013,P3,186
PROTON,INSPIRA,2014,P3,41
PROTON,INSPIRA,2015,P3,103
PROTON,IRIZ,2014,P3,597
PROTON,IRIZ,2015,P3,2379
PROTON,IRIZ,2016,P3,972
PROTON,IRIZ,2017,P3,358
PROTON,IRIZ,2018,P3,266
PROTON,IRIZ,2019,P3,622
PROTON,IRIZ,2020,P3,879
PROTON,IRIZ,2021,P3,809
PROTON,IRIZ,2022,P3,765
PROTON,IRIZ,2023,P3,901
PROTON,ISWARA,2002,P3,1553
PROTON,ISWARA,2004,P3,2034
PROTON,ISWARA,2005,P3,943
PROTON,ISWARA,2007,P3,2292
PROTON,JUARA,2001,P3,69
PROTON,KANCIL,1994,P3,3
PROTON,KANCIL,1995,P3,9
PROTON,KANCIL,1997,P3,5
PROTON,KANCIL,1998,P3,2
PROTON,KANCIL,2000,P3,4
PROTON,KANCIL,2001,P3,6
PROTON,KELISA,2001,P3,1
PROTON,KEMBARA,1999,P3,5
PROTON,KEMBARA,2000,P3,4
PROTON,KENARI,2000,P3,1
PROTON,KENARI,2001,P3,1
PROTON,PERDANA,1997,P3,171
PROTON,PERDANA,1999,P3,108
PROTON,PERDANA,2000,P3,261
PROTON,PERDANA,2001,P3,252
PROTON,PERDANA,2002,P3,142
PROTON,PERDANA,2003,P3,157
PROTON,PERDANA,2004,P3,134
PROTON,PERDANA,2006,P3,78
PROTON,PERDANA,2007,P3,86
PROTON,PERDANA,2008,P3,79
PROTON,PERDANA,2014,P3,44
PROTON,PERDANA,2015,P3,26
PROTON,PERDANA,2016,P3,42
PROTON,PERDANA,2017,P3,21
PROTON,PERDANA,2018,P3,7
PROTON,PERSONA,2007,P3,1394
PROTON,PERSONA,2008,P3,3117
PROTON,PERSONA,2009,P3,2899
PROTON,PERSONA,2010,P3,3407
PROTON,PERSONA,2011,P3,3740
PROTON,PERSONA,2012,P3,2403
PROTON,PERSONA,2013,P3,1686
PROTON,PERSONA,2014,P3,2187
PROTON,PERSONA,2015,P3,514
PROTON,PERSONA,2016,P3,1316
PROTON,PERSONA,2017,P3,1780
PROTON,PERSONA,2018,P3,1623
PROTON,PERSONA,2019,P3,2042
PROTON,PERSONA,2020,P3,2774
PROTON,PERSONA,2021,P3,2162
PROTON,PERSONA,2022,P3,2360
PROTON,PERSONA,2023,P3,3615
PROTON,PREVE,2012,P3,1775
PROTON,PREVE,2013,P3,1620
PROTON,PREVE,2014,P3,959
PROTON,PREVE,2015,P3,926
PROTON,PREVE,2016,P3,265
PROTON,PREVE,2017,P3,103
PROTON,PREVE,2018,P3,34
PROTON,PREVE,2019,P3,10
PROTON,PUTRA,2001,P3,13
PROTON,SAGA,1992,P3,1599
PROTON,SAGA,2008,P3,5135
PROTON,SAGA,2009,P3,4842
PROTON,SAGA,2010,P3,5194
PROTON,SAGA,2011,P3,6174
PROTON,SAGA,2012,P3,5314
PROTON,SAGA,2013,P3,6559
PROTON,SAGA,2014,P3,6046
PROTON,SAGA,2015,P3,4302
PROTON,SAGA,2016,P3,3553
PROTON,SAGA,2017,P3,3437
PROTON,SAGA,2018,P3,3457
PROTON,SAGA,2019,P3,4418
PROTON,SAGA,2020,P3,6664
PROTON,SAGA,2021,P3,5368
PROTON,SAGA,2022,P3,7570
PROTON,SAGA,2023,P3,8462
PROTON,SATRIA,1995,P3,134
PROTON,SATRIA,1996,P3,467
PROTON,SATRIA,1997,P3,421
PROTON,SATRIA,2000,P3,251
PROTON,SATRIA,2002,P3,273
PROTON,SATRIA,2004,P3,65
PROTON,SATRIA,2006,P3,349
PROTON,SATRIA,2007,P3,176
PROTON,SATRIA,2008,P3,219
PROTON,SATRIA,2009,P3,245
PROTON,SATRIA,2010,P3,284
PROTON,SATRIA,2011,P3,198
PROTON,SAVVY,2005,P3,214
PROTON,SENTRA,2001,P3,1
PROTON,TIARA,1996,P3,14
PROTON,WAJA,2000,P3,656
PROTON,WAJA,2001,P3,3059
PROTON,WAJA,2002,P3,3424
PROTON,WAJA,2003,P3,2474
PROTON,WAJA,2004,P3,2057
PROTON,WAJA,2005,P3,2332
PROTON,WAJA,2006,P3,1189
PROTON,WAJA,2007,P3,519
PROTON,WAJA,2008,P3,418
PROTON,WAJA,2009,P3,162
PROTON,WAJA,2010,P3,220
PROTON,WAJA,2011,P3,132
PROTON,WIRA,1994,P3,2247
PROTON,WIRA,1995,P3,2039
PROTON,WIRA,1996,P3,2922
PROTON,WIRA,1997,P3,2930
PROTON,WIRA,1998,P3,968
PROTON,WIRA,1999,P3,3130
PROTON,WIRA,2000,P3,3905
PROTON,WIRA,2001,P3,4409
PROTON,WIRA,2002,P3,4955
PROTON,WIRA,2003,P3,2257
PROTON,WIRA,2004,P3,2478
PROTON,WIRA,2005,P3,2833
PROTON,WIRA,2006,P3,1305
PROTON,WIRA,2007,P3,795
PROTON,X50,2020,P3,78
PROTON,X50,2021,P3,1140
PROTON,X50,2022,P3,2405
PROTON,X50,2023,P3,2050
PROTON,X70,2018,P3,50
PROTON,X70,2019,P3,918
PROTON,X70,2020,P3,500
PROTON,X70,2021,P3,437
PROTON,X70,2022,P3,706
PROTON,X70,2023,P3,217
PROTON,X90,2023,P3,76
RENAULT,CAPTUR,2015,P3,3
RENAULT,CAPTUR,2016,P3,10
RENAULT,CAPTUR,2017,P3,15
RENAULT,CAPTUR,2018,P3,37
RENAULT,CAPTUR,2019,P3,22
RENAULT,CLIO,2014,P3,3
RENAULT,CLIO,2016,P3,1
RENAULT,FLUENCE,2014,P3,5
RENAULT,FLUENCE,2015,P3,8
RENAULT,FLUENCE,2016,P3,4
RENAULT,KANGOO,2006,P3,11
RENAULT,KOLEOS,2010,P3,1
RENAULT,KOLEOS,2014,P3,2
RENAULT,KOLEOS,2016,P3,2
RENAULT,KOLEOS,2018,P3,1
RENAULT,MEGANE,2011,P3,1
ROLLS ROYCE,GHOST,2015,P3,1
ROVER,DEFENDER,1996,P3,1
SMART,FORFOUR,2005,P3,14
SMART,FORTWO,2005,P3,4
SMART,FORTWO,2017,P3,1
SSANGYONG,ACTYON,2011,P3,3
SSANGYONG,STAVIC,2004,P3,2
SSANGYONG,STAVIC,2010,P3,5
SSANGYONG,STAVIC,2013,P3,4
SUBARU,BRZ,2012,P3,1
SUBARU,BRZ,2013,P3,4
SUBARU,BRZ,2014,P3,2
SUBARU,BRZ,2017,P3,2
SUBARU,FORESTER,2013,P3,3
SUBARU,FORESTER,2014,P3,5
SUBARU,FORESTER,2015,P3,1
SUBARU,FORESTER,2016,P3,92
SUBARU,FORESTER,2017,P3,27
SUBARU,FORESTER,2018,P3,51
SUBARU,FORESTER,2019,P3,33
SUBARU,FORESTER,2020,P3,16
SUBARU,FORESTER,2023,P3,3
SUBARU,IMPREZA,2004,P3,4
SUBARU,IMPREZA,2005,P3,3
SUBARU,IMPREZA,2010,P3,3
SUBARU,IMPREZA,2011,P3,3
SUBARU,IMPREZA,2013,P3,2
SUBARU,LEGACY,2012,P3,1
SUBARU,XV,2016,P3,42
SUBARU,XV,2017,P3,4
SUBARU,XV,2018,P3,100
SUBARU,XV,2019,P3,57
SUBARU,XV,2020,P3,19
SUBARU,XV,2021,P3,11
SUBARU,XV,2022,P3,75
SUBARU,XV,2023,P3,22
SUZUKI,ALTO,2010,P3,48
SUZUKI,ALTO,2011,P3,74
SUZUKI,ALTO,2013,P3,14
SUZUKI,APV,2005,P3,21
SUZUKI,JIMNY,1996,P3,45
SUZUKI,JIMNY,2013,P3,2
SUZUKI,JIMNY,2015,P3,3
SUZUKI,JIMNY,2018,P3,1
SUZUKI,JIMNY,2019,P3,1
SUZUKI,JIMNY,2021,P3,4
SUZUKI,JIMNY,2022,P3,4
SUZUKI,JIMNY,2023,P3,1
SUZUKI,KIZASHI,2011,P3,2
SUZUKI,KIZASHI,2012,P3,2
SUZUKI,SJ410VR,1985,P3,7
SUZUKI,SWIFT,2005,P3,107
SUZUKI,SWIFT,2006,P3,61
SUZUKI,SWIFT,2007,P3,77
SUZUKI,SWIFT,2008,P3,225
SUZUKI,SWIFT,2009,P3,216
SUZUKI,SWIFT,2010,P3,300
SUZUKI,SWIFT,2011,P3,280
SUZUKI,SWIFT,2012,P3,405
SUZUKI,SWIFT,2013,P3,214
SUZUKI,SWIFT,2014,P3,192
SUZUKI,SWIFT,2015,P3,143
SUZUKI,SWIFT,2018,P3,4
SUZUKI,SWIFT,2019,P3,2
SUZUKI,SWIFT,2023,P3,1
SUZUKI,SX4,2007,P3,6
SUZUKI,SX4,2008,P3,66
SUZUKI,SX4,2010,P3,63
SUZUKI,SX4,2011,P3,33
SUZUKI,SX4,2012,P3,34
SUZUKI,VITARA,1991,P3,27
SUZUKI,VITARA,1995,P3,37
SUZUKI,VITARA,1996,P3,43
SUZUKI,VITARA,1997,P3,41
SUZUKI,VITARA,1998,P3,8
SUZUKI,VITARA,2001,P3,3
SUZUKI,VITARA,2008,P3,1
TOYOTA,86,2012,P3,9
TOYOTA,86,2013,P3,6
TOYOTA,86,2014,P3,9
TOYOTA,86,2015,P3,10
TOYOTA,86,2016,P3,4
TOYOTA,86,2017,P3,11
TOYOTA,86,2018,P3,7
TOYOTA,86,2019,P3,3
TOYOTA,86,2020,P3,1
TOYOTA,ALPHARD,2002,P3,29
TOYOTA,ALPHARD,2003,P3,103
TOYOTA,ALPHARD,2004,P3,88
TOYOTA,ALPHARD,2005,P3,100
TOYOTA,ALPHARD,2006,P3,82
TOYOTA,ALPHARD,2007,P3,44
TOYOTA,ALPHARD,2008,P3,51
TOYOTA,ALPHARD,2009,P3,22
TOYOTA,ALPHARD,2010,P3,24
TOYOTA,ALPHARD,2011,P3,12
TOYOTA,ALPHARD,2012,P3,25
TOYOTA,ALPHARD,2013,P3,30
TOYOTA,ALPHARD,2014,P3,15
TOYOTA,ALPHARD,2015,P3,71
TOYOTA,ALPHARD,2016,P3,69
TOYOTA,ALPHARD,2017,P3,73
TOYOTA,ALPHARD,2018,P3,134
TOYOTA,ALPHARD,2019,P3,125
TOYOTA,ALPHARD,2020,P3,155
TOYOTA,ALPHARD,2021,P3,72
TOYOTA,ALPHARD,2022,P3,10
TOYOTA,AVANZA,2004,P3,421
TOYOTA,AVANZA,2005,P3,2532
TOYOTA,AVANZA,2006,P3,1864
TOYOTA,AVANZA,2007,P3,1566
TOYOTA,AVANZA,2008,P3,1491
TOYOTA,AVANZA,2009,P3,799
TOYOTA,AVANZA,2010,P3,528
TOYOTA,AVANZA,2011,P3,492
TOYOTA,AVANZA,2012,P3,637
TOYOTA,AVANZA,2013,P3,446
TOYOTA,AVANZA,2014,P3,268
TOYOTA,AVANZA,2015,P3,287
TOYOTA,AVANZA,2016,P3,127
TOYOTA,AVANZA,2017,P3,150
TOYOTA,AVANZA,2018,P3,150
TOYOTA,AVANZA,2019,P3,102
TOYOTA,AVANZA,2020,P3,55
TOYOTA,AVANZA,2021,P3,70
TOYOTA,BB,2009,P3,1
TOYOTA,C-HR,2017,P3,7
TOYOTA,C-HR,2018,P3,186
TOYOTA,C-HR,2019,P3,75
TOYOTA,C-HR,2020,P3,14
TOYOTA,CALDINA,2002,P3,43
TOYOTA,CALDINA,2003,P3,48
TOYOTA,CALDINA,2004,P3,44
TOYOTA,CALDINA,2005,P3,22
TOYOTA,CALDINA,2006,P3,13
TOYOTA,CALDINA,2007,P3,1
TOYOTA,CAMRY,1994,P3,36
TOYOTA,CAMRY,1996,P3,111
TOYOTA,CAMRY,1997,P3,95
TOYOTA,CAMRY,1998,P3,27
TOYOTA,CAMRY,1999,P3,114
TOYOTA,CAMRY,2000,P3,125
TOYOTA,CAMRY,2001,P3,49
TOYOTA,CAMRY,2002,P3,190
TOYOTA,CAMRY,2003,P3,296
TOYOTA,CAMRY,2004,P3,314
TOYOTA,CAMRY,2005,P3,317
TOYOTA,CAMRY,2006,P3,177
TOYOTA,CAMRY,2007,P3,514
TOYOTA,CAMRY,2008,P3,596
TOYOTA,CAMRY,2009,P3,427
TOYOTA,CAMRY,2010,P3,518
TOYOTA,CAMRY,2011,P3,326
TOYOTA,CAMRY,2012,P3,377
TOYOTA,CAMRY,2013,P3,230
TOYOTA,CAMRY,2014,P3,220
TOYOTA,CAMRY,2015,P3,238
TOYOTA,CAMRY,2016,P3,116
TOYOTA,CAMRY,2017,P3,79
TOYOTA,CAMRY,2018,P3,40
TOYOTA,CAMRY,2019,P3,37
TOYOTA,CAMRY,2020,P3,7
TOYOTA,CAMRY,2021,P3,6
TOYOTA,CAMRY,2022,P3,6
TOYOTA,CAMRY,2023,P3,51
TOYOTA,CELICA,2000,P3,11
TOYOTA,CELICA,2001,P3,4
TOYOTA,CH-R,2018,P3,2
TOYOTA,COROLLA,1983,P3,143
TOYOTA,COROLLA,1989,P3,60
TOYOTA,COROLLA,1990,P3,112
TOYOTA,COROLLA,1991,P3,124
TOYOTA,COROLLA,1992,P3,324
TOYOTA,COROLLA,1993,P3,204
TOYOTA,COROLLA,1994,P3,306
TOYOTA,COROLLA,1995,P3,327
TOYOTA,COROLLA,1996,P3,387
TOYOTA,COROLLA,1997,P3,336
TOYOTA,COROLLA,1998,P3,53
TOYOTA,COROLLA,1999,P3,126
TOYOTA,COROLLA,2000,P3,139
TOYOTA,CORONA,1992,P3,11
TOYOTA,CROWN,2018,P3,1
TOYOTA,CX-7,2008,P3,1
TOYOTA,ESQUIRE,2019,P3,2
TOYOTA,ESTIMA,1994,P3,5
TOYOTA,ESTIMA,1999,P3,7
TOYOTA,ESTIMA,2000,P3,146
TOYOTA,ESTIMA,2001,P3,123
TOYOTA,ESTIMA,2002,P3,93
TOYOTA,ESTIMA,2003,P3,149
TOYOTA,ESTIMA,2004,P3,109
TOYOTA,ESTIMA,2005,P3,104
TOYOTA,ESTIMA,2006,P3,236
TOYOTA,ESTIMA,2007,P3,200
TOYOTA,ESTIMA,2008,P3,168
TOYOTA,ESTIMA,2009,P3,131
TOYOTA,ESTIMA,2010,P3,134
TOYOTA,ESTIMA,2011,P3,102
TOYOTA,ESTIMA,2012,P3,90
TOYOTA,ESTIMA,2013,P3,65
TOYOTA,ESTIMA,2014,P3,32
TOYOTA,ESTIMA,2015,P3,19
TOYOTA,ESTIMA,2016,P3,17
TOYOTA,ESTIMA,2017,P3,11
TOYOTA,ESTIMA,2018,P3,7
TOYOTA,ESTIMA,2019,P3,6
TOYOTA,FORTUNER,2005,P3,58
TOYOTA,FORTUNER,2006,P3,12
TOYOTA,FORTUNER,2007,P3,37
TOYOTA,FORTUNER,2008,P3,30
TOYOTA,FORTUNER,2009,P3,26
TOYOTA,FORTUNER,2010,P3,44
TOYOTA,FORTUNER,2011,P3,12
TOYOTA,FORTUNER,2012,P3,33
TOYOTA,FORTUNER,2013,P3,53
TOYOTA,FORTUNER,2014,P3,43
TOYOTA,FORTUNER,2015,P3,20
TOYOTA,FORTUNER,2016,P3,35
TOYOTA,FORTUNER,2017,P3,49
TOYOTA,FORTUNER,2018,P3,61
TOYOTA,FORTUNER,2019,P3,40
TOYOTA,FORTUNER,2020,P3,20
TOYOTA,FORTUNER,2021,P3,19
TOYOTA,FORTUNER,2022,P3,44
TOYOTA,FORTUNER,2023,P3,31
TOYOTA,GR86,2022,P3,1
TOYOTA,HARRIER,1998,P3,129
TOYOTA,HARRIER,1999,P3,83
TOYOTA,HARRIER,2000,P3,39
TOYOTA,HARRIER,2001,P3,34
TOYOTA,HARRIER,2002,P3,13
TOYOTA,HARRIER,2003,P3,138
TOYOTA,HARRIER,2004,P3,115
TOYOTA,HARRIER,2005,P3,124
TOYOTA,HARRIER,2006,P3,81
TOYOTA,HARRIER,2007,P3,77
TOYOTA,HARRIER,2008,P3,55
TOYOTA,HARRIER,2009,P3,37
TOYOTA,HARRIER,2010,P3,27
TOYOTA,HARRIER,2011,P3,20
TOYOTA,HARRIER,2012,P3,7
TOYOTA,HARRIER,2013,P3,4
TOYOTA,HARRIER,2014,P3,121
TOYOTA,HARRIER,2015,P3,72
TOYOTA,HARRIER,2016,P3,47
TOYOTA,HARRIER,2017,P3,68
TOYOTA,HARRIER,2018,P3,48
TOYOTA,HARRIER,2019,P3,26
TOYOTA,HARRIER,2020,P3,34
TOYOTA,HARRIER,2021,P3,36
TOYOTA,HARRIER,2022,P3,22
TOYOTA,HARRIER,2023,P3,3
TOYOTA,HIACE,1991,P3,9
TOYOTA,HIACE,1996,P3,18
TOYOTA,HIACE,1997,P3,26
TOYOTA,HIACE,2000,P3,11
TOYOTA,HIACE,2002,P3,7
TOYOTA,HIACE,2003,P3,4
TOYOTA,HIACE,2004,P3,2
TOYOTA,HIACE,2005,P3,2
TOYOTA,HIACE,2006,P3,14
TOYOTA,HIACE,2007,P3,13
TOYOTA,HIACE,2008,P3,23
TOYOTA,HIACE,2009,P3,17
TOYOTA,HIACE,2010,P3,30
TOYOTA,HIACE,2011,P3,20
TOYOTA,HIACE,2012,P3,34
TOYOTA,HIACE,2013,P3,36
TOYOTA,HIACE,2014,P3,36
TOYOTA,HIACE,2015,P3,26
TOYOTA,HIACE,2016,P3,31
TOYOTA,HIACE,2018,P3,1
TOYOTA,HIACE,2019,P3,2
TOYOTA,HIACE,2020,P3,2
TOYOTA,HIACE,2022,P3,1
TOYOTA,HIACE,2023,P3,2
TOYOTA,HILUX,1992,P3,12
TOYOTA,HILUX,2004,P3,233
TOYOTA,HILUX,2005,P3,298
TOYOTA,HILUX,2006,P3,373
TOYOTA,HILUX,2007,P3,305
TOYOTA,HILUX,2008,P3,434
TOYOTA,HILUX,2009,P3,469
TOYOTA,HILUX,2010,P3,521
TOYOTA,HILUX,2011,P3,612
TOYOTA,HILUX,2012,P3,843
TOYOTA,HILUX,2013,P3,839
TOYOTA,HILUX,2014,P3,713
TOYOTA,HILUX,2015,P3,957
TOYOTA,HILUX,2016,P3,447
TOYOTA,HILUX,2017,P3,459
TOYOTA,HILUX,2018,P3,490
TOYOTA,HILUX,2019,P3,394
TOYOTA,HILUX,2020,P3,288
TOYOTA,HILUX,2021,P3,466
TOYOTA,HILUX,2022,P3,756
TOYOTA,HILUX,2023,P3,843
TOYOTA,INNOVA,2005,P3,463
TOYOTA,INNOVA,2006,P3,472
TOYOTA,INNOVA,2007,P3,239
TOYOTA,INNOVA,2008,P3,216
TOYOTA,INNOVA,2009,P3,195
TOYOTA,INNOVA,2010,P3,259
TOYOTA,INNOVA,2011,P3,167
TOYOTA,INNOVA,2012,P3,211
TOYOTA,INNOVA,2013,P3,193
TOYOTA,INNOVA,2014,P3,131
TOYOTA,INNOVA,2015,P3,102
TOYOTA,INNOVA,2016,P3,43
TOYOTA,INNOVA,2017,P3,160
TOYOTA,INNOVA,2018,P3,118
TOYOTA,INNOVA,2019,P3,71
TOYOTA,INNOVA,2020,P3,34
TOYOTA,INNOVA,2021,P3,28
TOYOTA,INNOVA,2022,P3,28
TOYOTA,INNOVA,2023,P3,45
TOYOTA,IPSUM,2005,P3,2
TOYOTA,IPSUM,2006,P3,3
TOYOTA,LITEACE,1990,P3,72
TOYOTA,LITEACE,1993,P3,6
TOYOTA,LITEACE,1995,P3,63
TOYOTA,NADIA,1999,P3,7
TOYOTA,NOAH,2017,P3,1
TOYOTA,NOAH,2018,P3,5
TOYOTA,NOAH,2019,P3,3
TOYOTA,PREVIA,2014,P3,10
TOYOTA,PREVIA,2015,P3,3
TOYOTA,PRIUS,2010,P3,6
TOYOTA,PRIUS,2011,P3,123
TOYOTA,PRIUS,2012,P3,67
TOYOTA,PRIUS,2013,P3,39
TOYOTA,RAV4,1995,P3,13
TOYOTA,RAV4,1996,P3,19
TOYOTA,RAV4,2000,P3,34
TOYOTA,RAV4,2002,P3,2
TOYOTA,RAV4,2004,P3,2
TOYOTA,RAV4,2005,P3,7
TOYOTA,RAV4,2006,P3,8
TOYOTA,RAV4,2007,P3,1
TOYOTA,RAV4,2020,P3,3
TOYOTA,ROOMY,2018,P3,1
TOYOTA,RUSH,2008,P3,312
TOYOTA,RUSH,2009,P3,161
TOYOTA,RUSH,2010,P3,119
TOYOTA,RUSH,2011,P3,119
TOYOTA,RUSH,2012,P3,84
TOYOTA,RUSH,2013,P3,44
TOYOTA,RUSH,2014,P3,21
TOYOTA,RUSH,2015,P3,13
TOYOTA,RUSH,2016,P3,3
TOYOTA,RUSH,2019,P3,113
TOYOTA,RUSH,2020,P3,58
TOYOTA,RUSH,2021,P3,92
TOYOTA,RUSH,2023,P3,62
TOYOTA,SIENTA,2016,P3,84
TOYOTA,SIENTA,2017,P3,87
TOYOTA,SIENTA,2018,P3,60
TOYOTA,SIENTA,2019,P3,1
TOYOTA,SPACIO,2001,P3,5
TOYOTA,SUPRA,2020,P3,3
TOYOTA,TANK,2017,P3,2
TOYOTA,TANK,2018,P3,4
TOYOTA,TANK,2019,P3,4
TOYOTA,TANK,2020,P3,2
TOYOTA,UNSER,2000,P3,381
TOYOTA,UNSER,2001,P3,504
TOYOTA,UNSER,2002,P3,587
TOYOTA,UNSER,2003,P3,637
TOYOTA,UNSER,2004,P3,493
TOYOTA,UNSER,2005,P3,23
TOYOTA,VELLFIRE,2008,P3,103
TOYOTA,VELLFIRE,2009,P3,146
TOYOTA,VELLFIRE,2010,P3,216
TOYOTA,VELLFIRE,2011,P3,103
TOYOTA,VELLFIRE,2012,P3,162
TOYOTA,VELLFIRE,2013,P3,156
TOYOTA,VELLFIRE,2014,P3,71
TOYOTA,VELLFIRE,2015,P3,152
TOYOTA,VELLFIRE,2016,P3,147
TOYOTA,VELLFIRE,2017,P3,101
TOYOTA,VELLFIRE,2018,P3,152
TOYOTA,VELLFIRE,2019,P3,88
TOYOTA,VELLFIRE,2020,P3,18
TOYOTA,VELLFIRE,2021,P3,4
TOYOTA,VELLFIRE,2022,P3,2
TOYOTA,VELLFIRE,2023,P3,1
TOYOTA,VELOZ,2022,P3,88
TOYOTA,VELOZ,2023,P3,284
TOYOTA,VIOS,2003,P3,735
TOYOTA,VIOS,2004,P3,1277
TOYOTA,VIOS,2005,P3,1609
TOYOTA,VIOS,2006,P3,1690
TOYOTA,VIOS,2007,P3,1683
TOYOTA,VIOS,2008,P3,2738
TOYOTA,VIOS,2009,P3,2414
TOYOTA,VIOS,2010,P3,2716
TOYOTA,VIOS,2011,P3,2310
TOYOTA,VIOS,2012,P3,2438
TOYOTA,VIOS,2013,P3,2088
TOYOTA,VIOS,2014,P3,3233
TOYOTA,VIOS,2015,P3,2621
TOYOTA,VIOS,2016,P3,1577
TOYOTA,VIOS,2017,P3,1743
TOYOTA,VIOS,2018,P3,1283
TOYOTA,VIOS,2019,P3,1664
TOYOTA,VIOS,2020,P3,1370
TOYOTA,VIOS,2021,P3,1728
TOYOTA,VIOS,2022,P3,2233
TOYOTA,VIOS,2023,P3,1969
TOYOTA,VOXY,2014,P3,1
TOYOTA,VOXY,2015,P3,10
TOYOTA,VOXY,2016,P3,11
TOYOTA,VOXY,2017,P3,22
TOYOTA,VOXY,2018,P3,25
TOYOTA,VOXY,2019,P3,23
TOYOTA,VOXY,2020,P3,2
TOYOTA,WALD,2004,P3,18
TOYOTA,WALD,2005,P3,82
TOYOTA,WISH,2003,P3,364
TOYOTA,WISH,2004,P3,324
TOYOTA,WISH,2005,P3,294
TOYOTA,WISH,2006,P3,182
TOYOTA,WISH,2007,P3,158
TOYOTA,WISH,2008,P3,144
TOYOTA,WISH,2009,P3,225
TOYOTA,WISH,2010,P3,184
TOYOTA,WISH,2011,P3,123
TOYOTA,WISH,2012,P3,103
TOYOTA,WISH,2013,P3,67
TOYOTA,WISH,2014,P3,50
TOYOTA,WISH,2015,P3,51
TOYOTA,WISH,2016,P3,44
TOYOTA,WISH,2017,P3,37
TOYOTA,YARIS,2006,P3,32
TOYOTA,YARIS,2007,P3,11
TOYOTA,YARIS,2019,P3,755
TOYOTA,YARIS,2020,P3,965
TOYOTA,YARIS,2021,P3,1212
TOYOTA,YARIS,2022,P3,1257
TOYOTA,YARIS,2023,P3,1255
VOLKSWAGEN,ARTEON,2020,P3,1
VOLKSWAGEN,ARTEON,2021,P3,3
VOLKSWAGEN,ARTEON,2022,P3,8
VOLKSWAGEN,ARTEON,2023,P3,2
VOLKSWAGEN,BEETLE,2000,P3,3
VOLKSWAGEN,BEETLE,2007,P3,2
VOLKSWAGEN,BEETLE,2009,P3,5
VOLKSWAGEN,BEETLE,2012,P3,11
VOLKSWAGEN,BEETLE,2013,P3,78
VOLKSWAGEN,BEETLE,2014,P3,41
VOLKSWAGEN,BEETLE,2015,P3,12
VOLKSWAGEN,BEETLE,2016,P3,1
VOLKSWAGEN,BEETLE,2017,P3,10
VOLKSWAGEN,BEETLE,2018,P3,14
VOLKSWAGEN,CC,2012,P3,32
VOLKSWAGEN,CC,2013,P3,17
VOLKSWAGEN,CC,2014,P3,5
VOLKSWAGEN,EOS,2008,P3,5
VOLKSWAGEN,EOS,2010,P3,2
VOLKSWAGEN,EOS,2011,P3,1
VOLKSWAGEN,GOLF,2006,P3,1
VOLKSWAGEN,GOLF,2007,P3,17
VOLKSWAGEN,GOLF,2008,P3,4
VOLKSWAGEN,GOLF,2009,P3,9
VOLKSWAGEN,GOLF,2010,P3,45
VOLKSWAGEN,GOLF,2011,P3,132
VOLKSWAGEN,GOLF,2012,P3,85
VOLKSWAGEN,GOLF,2013,P3,98
VOLKSWAGEN,GOLF,2014,P3,12
VOLKSWAGEN,GOLF,2015,P3,6
VOLKSWAGEN,GOLF,2016,P3,12
VOLKSWAGEN,GOLF,2017,P3,10
VOLKSWAGEN,GOLF,2018,P3,12
VOLKSWAGEN,GOLF,2019,P3,2
VOLKSWAGEN,GOLF,2020,P3,3
VOLKSWAGEN,GOLF,2022,P3,28
VOLKSWAGEN,GOLF,2023,P3,8
VOLKSWAGEN,JETTA,2011,P3,31
VOLKSWAGEN,JETTA,2012,P3,51
VOLKSWAGEN,JETTA,2013,P3,21
VOLKSWAGEN,JETTA,2014,P3,84
VOLKSWAGEN,JETTA,2015,P3,57
VOLKSWAGEN,JETTA,2016,P3,7
VOLKSWAGEN,JETTA,2017,P3,22
VOLKSWAGEN,JETTA,2018,P3,7
VOLKSWAGEN,PASSAT,2009,P3,2
VOLKSWAGEN,PASSAT,2010,P3,15
VOLKSWAGEN,PASSAT,2011,P3,79
VOLKSWAGEN,PASSAT,2012,P3,122
VOLKSWAGEN,PASSAT,2013,P3,105
VOLKSWAGEN,PASSAT,2014,P3,59
VOLKSWAGEN,PASSAT,2015,P3,24
VOLKSWAGEN,PASSAT,2016,P3,5
VOLKSWAGEN,PASSAT,2017,P3,29
VOLKSWAGEN,PASSAT,2018,P3,31
VOLKSWAGEN,PASSAT,2019,P3,13
VOLKSWAGEN,PASSAT,2020,P3,15
VOLKSWAGEN,PASSAT,2021,P3,1
VOLKSWAGEN,PASSAT,2022,P3,6
VOLKSWAGEN,POLO,2008,P3,4
VOLKSWAGEN,POLO,2010,P3,41
VOLKSWAGEN,POLO,2011,P3,96
VOLKSWAGEN,POLO,2012,P3,129
VOLKSWAGEN,POLO,2013,P3,101
VOLKSWAGEN,POLO,2014,P3,208
VOLKSWAGEN,POLO,2015,P3,138
VOLKSWAGEN,POLO,2016,P3,47
